input: [SCENE]: scene_context [ACTION]: player_input,output: [CHECK]: check_required
input: [SCENE]: You are trying to determine if a floor is trapped without triggering it. [ACTION]: I pour a small amount of water on the floor to see if it runs into any hidden seams.,output: [CHECK]: Investigation
"input: [SCENE]: You are trying to intimidate a wolf into backing down. [ACTION]: I stare it down, showing no fear.",output: [CHECK]: Animal Handling
"input: [SCENE]: You are trying to intimidate a wolf into backing down. [ACTION]: I stare it down, showing no fear.",output: [CHECK]: Animal Handling
input: [SCENE]: You are trying to perfectly replicate a complex magical rune. [ACTION]: I use my steady hand to copy the rune.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to perfectly replicate a complex magical rune. [ACTION]: I use my steady hand to copy the rune.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to convince a dragon to let you take a single coin from its hoard. [ACTION]: I compose a song about the dragon's magnificent hoard and how a single missing coin would only enhance its legend.,output: [CHECK]: Performance
input: [SCENE]: You are trying to convince a dragon to let you take a single coin from its hoard. [ACTION]: I compose a song about the dragon's magnificent hoard and how a single missing coin would only enhance its legend.,output: [CHECK]: Performance
input: [SCENE]: You are trying to determine if a person's wound was caused by a cursed weapon. [ACTION]: I examine the wound for signs of necrotic energy.,output: [CHECK]: Medicine
input: [SCENE]: You are trying to determine if a person's wound was caused by a cursed weapon. [ACTION]: I examine the wound for signs of necrotic energy.,output: [CHECK]: Medicine
input: [SCENE]: You are trying to find your way out of a cave system. [ACTION]: I use my knowledge of natural tunnels and formations to find a way out.,output: [CHECK]: Survival
input: [SCENE]: You are trying to find your way out of a cave system. [ACTION]: I use my knowledge of natural tunnels and formations to find a way out.,output: [CHECK]: Survival
input: [SCENE]: You are trying to open a lock that is sealed by a riddle. [ACTION]: I ask my patron for the answer.,output: [CHECK]: Intelligence
input: [SCENE]: You are trying to open a lock that is sealed by a riddle. [ACTION]: I ask my patron for the answer.,output: [CHECK]: Intelligence
input: [SCENE]: You are trying to convince your fellow knights to follow a risky plan. [ACTION]: I appeal to their courage and their sense of duty.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to convince your fellow knights to follow a risky plan. [ACTION]: I appeal to their courage and their sense of duty.,output: [CHECK]: Persuasion
input: [SCENE]: You are falling from a great height. [ACTION]: I try to slow my descent by creating an updraft of wind.,output: [CHECK]: Acrobatics
input: [SCENE]: You are trying to fall from a great height. [ACTION]: I try to slow my descent by creating an updraft of wind.,output: [CHECK]: Acrobatics
input: [SCENE]: You are trying to run across a thin layer of snow without leaving tracks. [ACTION]: I try to distribute my weight and move with perfect lightness.,output: [CHECK]: Stealth
input: [SCENE]: You are trying to run across a thin layer of snow without leaving tracks. [ACTION]: I try to distribute my weight and move with perfect lightness.,output: [CHECK]: Stealth
input: [SCENE]: You are trying to create a device that will translate any language. [ACTION]: I try to build a 'translation earhorn' using a combination of cogs and enchantment.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to create a device that will translate any language. [ACTION]: I try to build a 'translation earhorn' using a combination of cogs and enchantment.,output: [CHECK]: Arcana
input: [SCENE]: You are facing a creature of pure evil. [ACTION]: I try to intimidate it with the power of my faith.,output: [CHECK]: Intimidation
input: [SCENE]: You are facing a creature of pure evil. [ACTION]: I try to intimidate it with the power of my faith.,output: [CHECK]: Intimidation
input: [SCENE]: You are trying to determine which of three identical goblets contains the antidote. [ACTION]: I look for subtle clues to tell them apart.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to determine which of three identical goblets contains the antidote. [ACTION]: I look for subtle clues to tell them apart.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to hunt for food in a barren tundra. [ACTION]: I try to find a snow rabbit's burrow.,output: [CHECK]: Survival
input: [SCENE]: You are trying to hunt for food in a barren tundra. [ACTION]: I try to find a snow rabbit's burrow.,output: [CHECK]: Survival
input: [SCENE]: You are trying to create a flawless illusion to distract a guard. [ACTION]: I try to create a perfect illusion of their commanding officer.,output: [CHECK]: Deception
input: [SCENE]: You are trying to create a flawless illusion to distract a guard. [ACTION]: I try to create a perfect illusion of their commanding officer.,output: [CHECK]: Deception
input: [SCENE]: You are trying to convince a group of dwarves to sing a song with you. [ACTION]: I start playing a lively dwarven drinking song on my lute.,output: [CHECK]: Performance
input: [SCENE]: You are trying to convince a group of dwarves to sing a song with you. [ACTION]: I start playing a lively dwarven drinking song on my lute.,output: [CHECK]: Performance
input: [SCENE]: You are trying to recall the holy symbol of a forgotten god. [ACTION]: I search my memory for the symbol.,output: [CHECK]: History
input: [SCENE]: You are trying to recall the holy symbol of a forgotten god. [ACTION]: I search my memory for the symbol.,output: [CHECK]: History
input: [SCENE]: You are trying to camouflage yourself in a swamp. [ACTION]: I use mud and reeds to blend in with my surroundings.,output: [CHECK]: Stealth
input: [SCENE]: You are trying to camouflage yourself in a swamp. [ACTION]: I use mud and reeds to blend in with my surroundings.,output: [CHECK]: Stealth
input: [SCENE]: You are trying to intimidate a ghost into giving you information. [ACTION]: I show it a glimpse of my patron's terrifying form.,output: [CHECK]: Intimidation
input: [SCENE]: You are trying to intimidate a ghost into giving you information. [ACTION]: I show it a glimpse of my patron's terrifying form.,output: [CHECK]: Intimidation
input: [SCENE]: You are trying to determine if a building is structurally sound after an earthquake. [ACTION]: I look for signs of stress or damage to the building's foundation.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to determine if a building is structurally sound after an earthquake. [ACTION]: I look for signs of stress or damage to the building's foundation.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to convince a fire elemental to not burn down a forest. [ACTION]: I try to speak to it in its own fiery language.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to convince a fire elemental to not burn down a forest. [ACTION]: I try to speak to it in its own fiery language.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to perfectly balance a series of stones on top of each other. [ACTION]: I try to find the perfect point of balance for each stone.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to perfectly balance a series of stones on top of each other. [ACTION]: I try to find the perfect point of balance for each stone.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to create a magical lantern that can reveal invisible objects. [ACTION]: I try to craft a lantern with a specially ground crystal lens.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to create a magical lantern that can reveal invisible objects. [ACTION]: I try to craft a lantern with a specially ground crystal lens.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to determine if a person is lying about their faith. [ACTION]: I use my divine sense to detect any deception.,output: [CHECK]: Insight
input: [SCENE]: You are trying to determine if a person is lying about their faith. [ACTION]: I use my divine sense to detect any deception.,output: [CHECK]: Insight
"input: [SCENE]: You are in a magical forge powered by a captive fire elemental. [ACTION]: I try to communicate with the elemental, offering to free it for a favor.",output: [CHECK]: Persuasion
"input: [SCENE]: You are in a magical forge powered by a captive fire elemental. [ACTION]: I try to communicate with the elemental, offering to free it for a favor.",output: [CHECK]: Persuasion
input: [SCENE]: You are in a library where all the books are chained to the shelves. [ACTION]: I try to read a book from a distance by memorizing the page in a glance.,output: [CHECK]: Investigation
input: [SCENE]: You are in a library where all the books are chained to the shelves. [ACTION]: I try to read a book from a distance by memorizing the page in a glance.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to cross a bridge guarded by a sphinx with a riddle. [ACTION]: I try to use logic to deconstruct the riddle's linguistic flaws.,output: [CHECK]: Intelligence
input: [SCENE]: You are trying to cross a bridge guarded by a sphinx with a riddle. [ACTION]: I try to use logic to deconstruct the riddle's linguistic flaws.,output: [CHECK]: Intelligence
"input: [SCENE]: You have found the phylactery of a lich, but it is protected by a holy aura. [ACTION]: I try to use my own faith to overwhelm the phylactery's defenses.",output: [CHECK]: Religion
"input: [SCENE]: You have found the phylactery of a lich, but it is protected by a holy aura. [ACTION]: I try to use my own faith to overwhelm the phylactery's defenses.",output: [CHECK]: Religion
"input: [SCENE]: You are interrogating a smuggler who might know about the dagger's location. [ACTION]: I mention the name of a rival smuggler, implying they sold him out.",output: [CHECK]: Deception
"input: [SCENE]: You are interrogating a smuggler who might know about the dagger's location. [ACTION]: I mention the name of a rival smuggler, implying they sold him out.",output: [CHECK]: Deception
"input: [SCENE]: You are in a 'civilized' city, and your axe is taken for 'peace-bonding'. [ACTION]: I try to navigate the city without my primary weapon.",output: [CHECK]: Wisdom
"input: [SCENE]: You are in a 'civilized' city, and your axe is taken for 'peace-bonding'. [ACTION]: I try to navigate the city without my primary weapon.",output: [CHECK]: Wisdom
"input: [SCENE]: You are trying to learn a spell from a book written in an ancient, forgotten language. [ACTION]: I try to cast the spell by phonetically sounding out the strange words.",output: [CHECK]: Arcana
"input: [SCENE]: You are trying to learn a spell from a book written in an ancient, forgotten language. [ACTION]: I try to cast the spell by phonetically sounding out the strange words.",output: [CHECK]: Arcana
input: [SCENE]: You are in a silent monastery where speaking is forbidden. [ACTION]: I try to tell a story using only my lute.,output: [CHECK]: Performance
input: [SCENE]: You are in a silent monastery where speaking is forbidden. [ACTION]: I try to tell a story using only my lute.,output: [CHECK]: Performance
input: [SCENE]: You are trying to gain the trust of a group of feral children living in the sewers. [ACTION]: I offer them a loaf of bread and a prayer for their safety.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to gain the trust of a group of feral children living in the sewers. [ACTION]: I offer them a loaf of bread and a prayer for their safety.,output: [CHECK]: Persuasion
input: [SCENE]: You are in a cavern filled with sound-dampening moss. [ACTION]: I try to scrape some moss into a pouch to use for silent movement later.,output: [CHECK]: Stealth
input: [SCENE]: You are in a cavern filled with sound-dampening moss. [ACTION]: I try to scrape some moss into a pouch to use for silent movement later.,output: [CHECK]: Stealth
input: [SCENE]: You are in a hall of mirrors that show you terrible visions of the future. [ACTION]: I try to find the one true reflection by looking for the one that doesn't show a vision.,output: [CHECK]: Investigation
input: [SCENE]: You are in a hall of mirrors that show you terrible visions of the future. [ACTION]: I try to find the one true reflection by looking for the one that doesn't show a vision.,output: [CHECK]: Investigation
input: [SCENE]: You are at a feast and suspect the wine is poisoned. [ACTION]: I discreetly use the silver tip of my dagger to test the wine.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are at a feast and suspect the wine is poisoned. [ACTION]: I discreetly use the silver tip of my dagger to test the wine.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to put out a campfire without using water. [ACTION]: I try to draw the heat out of the fire with my magic.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to put out a campfire without using water. [ACTION]: I try to draw the heat out of the fire with my magic.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to win a game of chess against a master strategist. [ACTION]: I try to anticipate his moves by reading his body language.,output: [CHECK]: Insight
input: [SCENE]: You are trying to win a game of chess against a master strategist. [ACTION]: I try to anticipate his moves by reading his body language.,output: [CHECK]: Insight
input: [SCENE]: You are trying to determine what a strange liquid is. [ACTION]: I use my alchemist's supplies to analyze a sample.,output: [CHECK]: Alchemist's Supplies
input: [SCENE]: You are trying to determine what a strange liquid is. [ACTION]: I use my alchemist's supplies to analyze a sample.,output: [CHECK]: Alchemist's Supplies
input: [SCENE]: You are trying to convince a ghost to move on to the afterlife. [ACTION]: I explain that its purpose in this world is fulfilled and it can now be at peace.,output: [CHECK]: Religion
input: [SCENE]: You are trying to convince a ghost to move on to the afterlife. [ACTION]: I explain that its purpose in this world is fulfilled and it can now be at peace.,output: [CHECK]: Religion
input: [SCENE]: You are trying to climb a rope that is covered in slippery grease. [ACTION]: I try to find a way to get a grip on the greasy rope.,output: [CHECK]: Acrobatics
input: [SCENE]: You are trying to climb a rope that is covered in slippery grease. [ACTION]: I try to find a way to get a grip on the greasy rope.,output: [CHECK]: Acrobatics
"input: [SCENE]: You are trying to win a 'battle of the bands' with your war drum. [ACTION]: I play a powerful, primal rhythm that stirs the heart.",output: [CHECK]: Performance
"input: [SCENE]: You are trying to win a 'battle of the bands' with your war drum. [ACTION]: I play a powerful, primal rhythm that stirs the heart.",output: [CHECK]: Performance
input: [SCENE]: You are trying to determine if a powerful archmage is still alive. [ACTION]: I try to use a scrying spell to find him.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to determine if a powerful archmage is still alive. [ACTION]: I try to use a scrying spell to find him.,output: [CHECK]: Arcana
"input: [SCENE]: You are trying to deliver a coded insult that only your target will understand. [ACTION]: I craft a clever, backhanded compliment.",output: [CHECK]: Deception
"input: [SCENE]: You are trying to deliver a coded insult that only your target will understand. [ACTION]: I craft a clever, backhanded compliment.",output: [CHECK]: Deception
input: [SCENE]: You are trying to determine which of two identical twins is a vampire. [ACTION]: I use my divine sense to detect the undead one.,output: [CHECK]: Insight
input: [SCENE]: You are trying to determine which of two identical twins is a vampire. [ACTION]: I use my divine sense to detect the undead one.,output: [CHECK]: Insight
input: [SCENE]: You are trying to shoot an apple off someone's head. [ACTION]: I try to make the incredibly precise shot.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to shoot an apple off someone's head. [ACTION]: I try to make the incredibly precise shot.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to understand a creature that communicates through changing colors. [ACTION]: I try to find a pattern in the color shifts.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to understand a creature that communicates through changing colors. [ACTION]: I try to find a pattern in the color shifts.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to find a secret passage in a castle. [ACTION]: I try to recall the castle's original blueprints from my studies.,output: [CHECK]: History
input: [SCENE]: You are trying to find a secret passage in a castle. [ACTION]: I try to recall the castle's original blueprints from my studies.,output: [CHECK]: History
"input: [SCENE]: You are trying to charm a hostile guard captain. [ACTION]: I try to use my innate charisma, enhanced by a subtle magical aura.",output: [CHECK]: Persuasion
"input: [SCENE]: You are trying to charm a hostile guard captain. [ACTION]: I try to use my innate charisma, enhanced by a subtle magical aura.",output: [CHECK]: Persuasion
input: [SCENE]: You are trying to snatch a key from a hook on the far side of a room without touching the floor. [ACTION]: I try to run along the walls of the room to get the key.,output: [CHECK]: Acrobatics
input: [SCENE]: You are trying to run across a room without touching the floor to get a key. [ACTION]: I try to run along the walls of the room to get the key.,output: [CHECK]: Acrobatics
input: [SCENE]: You are trying to build a makeshift raft. [ACTION]: I use my knowledge of engineering to build a sturdy raft.,output: [CHECK]: Woodcarver's Tools
input: [SCENE]: You are trying to build a makeshift raft. [ACTION]: I use my knowledge of engineering to build a sturdy raft.,output: [CHECK]: Woodcarver's Tools
input: [SCENE]: You are trying to determine if a powerful artifact is cursed. [ACTION]: I use my divine sense to detect any evil clinging to the object.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to determine if a powerful artifact is cursed. [ACTION]: I use my divine sense to detect any evil clinging to the object.,output: [CHECK]: Investigation
"input: [SCENE]: You are trying to identify a poison by its taste. [ACTION]: I carefully taste a tiny, non-lethal amount of the poison.",output: [CHECK]: Poisoner's Kit
"input: [SCENE]: You are trying to identify a poison by its taste. [ACTION]: I carefully taste a tiny, non-lethal amount of the poison.",output: [CHECK]: Poisoner's Kit
"input: [SCENE]: You are in a crowded tavern, and someone insults your honor. [ACTION]: I try to ignore the insult and control my temper.",output: [CHECK]: Wisdom
"input: [SCENE]: You are in a crowded tavern, and someone insults your honor. [ACTION]: I try to ignore the insult and control my temper.",output: [CHECK]: Wisdom
input: [SCENE]: You are trying to cast a spell in an area of wild magic. [ACTION]: I try to control the unpredictable magical energies.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to cast a spell in an area of wild magic. [ACTION]: I try to control the unpredictable magical energies.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to win a poetry contest. [ACTION]: I compose a moving sonnet about the beauty of the sunset.,output: [CHECK]: Performance
input: [SCENE]: You are trying to win a poetry contest. [ACTION]: I compose a moving sonnet about the beauty of the sunset.,output: [CHECK]: Performance
"input: [SCENE]: You are trying to find a specific holy text in a massive, disorganized library. [ACTION]: I use my religious knowledge to narrow down the search.",output: [CHECK]: Religion
"input: [SCENE]: You are trying to find a specific holy text in a massive, disorganized library. [ACTION]: I use my religious knowledge to narrow down the search.",output: [CHECK]: Religion
input: [SCENE]: You are trying to find the North Star to get your bearings. [ACTION]: I look for the familiar constellation to find my way.,output: [CHECK]: Survival
input: [SCENE]: You are trying to find the North Star to get your bearings. [ACTION]: I look for the familiar constellation to find my way.,output: [CHECK]: Survival
input: [SCENE]: You are trying to convince a group of cultists that you are a prophet of their dark god. [ACTION]: I display a dark magical feat and speak in cryptic verses.,output: [CHECK]: Deception
input: [SCENE]: You are trying to convince a group of cultists that you are a prophet of their dark god. [ACTION]: I display a dark magical feat and speak in cryptic verses.,output: [CHECK]: Deception
input: [SCENE]: You are trying to determine if a captured soldier will remain loyal to their kingdom. [ACTION]: I try to gauge their loyalty and morale.,output: [CHECK]: Insight
input: [SCENE]: You are trying to determine if a captured soldier will remain loyal to their kingdom. [ACTION]: I try to gauge their loyalty and morale.,output: [CHECK]: Insight
input: [SCENE]: You are trying to douse a spreading fire. [ACTION]: I attempt to summon a localized rain shower over the fire.,output: [CHECK]: Nature
input: [SCENE]: You are trying to douse a spreading fire. [ACTION]: I attempt to summon a localized rain shower over the fire.,output: [CHECK]: Nature
input: [SCENE]: You are trying to catch a fly with chopsticks. [ACTION]: I try to achieve the necessary speed and precision.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to catch a fly with chopsticks. [ACTION]: I try to achieve the necessary speed and precision.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to create a magical glue. [ACTION]: I use my alchemist's supplies to create a powerful adhesive.,output: [CHECK]: Alchemist's Supplies
input: [SCENE]: You are trying to create a magical glue. [ACTION]: I use my alchemist's supplies to create a powerful adhesive.,output: [CHECK]: Alchemist's Supplies
input: [SCENE]: You are trying to break a magical chain. [ACTION]: I try to shatter it with a divinely empowered strike.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to break a magical chain. [ACTION]: I try to shatter it with a divinely empowered strike.,output: [CHECK]: Athletics
"input: [SCENE]: You are at a tense parley between two rival factions you wish to unite. [ACTION]: I subtly feed misinformation to one side, pretending to be their ally, to manipulate them into a truce.",output: [CHECK]: Deception
"input: [SCENE]: You are at a tense parley between two rival factions you wish to unite. [ACTION]: I subtly feed misinformation to one side, pretending to be their ally, to manipulate them into a truce.",output: [CHECK]: Deception
input: [SCENE]: You are about to duel a famously undefeated knight. [ACTION]: I try to recall accounts of their previous duels to find a weakness in their fighting style.,output: [CHECK]: History
input: [SCENE]: You are about to duel a famously undefeated knight. [ACTION]: I try to recall accounts of their previous duels to find a weakness in their fighting style.,output: [CHECK]: History
input: [SCENE]: You are in the surreal landscape of a shared dream. [ACTION]: I try to reshape the dreamscape to my advantage by imagining a weapon into existence.,output: [CHECK]: Charisma
input: [SCENE]: You are in the surreal landscape of a shared dream. [ACTION]: I try to reshape the dreamscape to my advantage by imagining a weapon into existence.,output: [CHECK]: Charisma
input: [SCENE]: You encounter a grieving ghost who cannot move on. [ACTION]: I try to comfort the ghost by listening to its story with empathetic silence.,output: [CHECK]: Insight
input: [SCENE]: You encounter a grieving ghost who cannot move on. [ACTION]: I try to comfort the ghost by listening to its story with empathetic silence.,output: [CHECK]: Insight
input: [SCENE]: You are in a library where books fly and must be caught. [ACTION]: I try to build a net-launcher to catch the specific book I need.,output: [CHECK]: Tinker's Tools
input: [SCENE]: You are in a library where books fly and must be caught. [ACTION]: I try to build a net-launcher to catch the specific book I need.,output: [CHECK]: Tinker's Tools
input: [SCENE]: You are in the abandoned childhood home of a great villain. [ACTION]: I search their old bedroom for clues to their motivations or weaknesses.,output: [CHECK]: Investigation
input: [SCENE]: You are in the abandoned childhood home of a great villain. [ACTION]: I search their old bedroom for clues to their motivations or weaknesses.,output: [CHECK]: Investigation
input: [SCENE]: You are trying to win a game of chance against a ghost. [ACTION]: I use my loaded dice to cheat.,output: [CHECK]: Dice Set
input: [SCENE]: You are trying to win a game of chance against a ghost. [ACTION]: I use my loaded dice to cheat.,output: [CHECK]: Dice Set
"input: [SCENE]: You are in a city carved on the back of a giant, sleeping turtle. [ACTION]: I try to determine if the recent 'earthquakes' are the turtle waking up.",output: [CHECK]: Nature
"input: [SCENE]: You are in a city carved on the back of a giant, sleeping turtle. [ACTION]: I try to determine if the recent 'earthquakes' are the turtle waking up.",output: [CHECK]: Nature
input: [SCENE]: You are in a library where books are made of shifting crystal. [ACTION]: I try to read a book by calming my mind and attuning to its resonant frequency.,output: [CHECK]: Arcana
input: [SCENE]: You are in a library where books are made of shifting crystal. [ACTION]: I try to read a book by calming my mind and attuning to its resonant frequency.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to de-escalate a standoff between a starving orphan and a struggling baker. [ACTION]: I offer to perform a song in the baker's shop for a day to pay for the stolen bread.,output: [CHECK]: Performance
input: [SCENE]: You are trying to de-escalate a standoff between a starving orphan and a struggling baker. [ACTION]: I offer to perform a song in the baker's shop for a day to pay for the stolen bread.,output: [CHECK]: Performance
input: [SCENE]: An NPC is having a crisis of faith after a tragedy. [ACTION]: I try to restore their faith by debating theology with them.,output: [CHECK]: Religion
input: [SCENE]: An NPC is having a crisis of faith after a tragedy. [ACTION]: I try to restore their faith by debating theology with them.,output: [CHECK]: Religion
input: [SCENE]: You are trying to identify a set of tracks that seem to be made of pure fire. [ACTION]: I use my knowledge of supernatural creatures to identify the tracks.,output: [CHECK]: Survival
input: [SCENE]: You are trying to identify a set of tracks that seem to be made of pure fire. [ACTION]: I use my knowledge of supernatural creatures to identify the tracks.,output: [CHECK]: Survival
input: [SCENE]: You are in a marketplace that trades in memories instead of gold. [ACTION]: I try to purchase the memory of a secret password from a vendor.,output: [CHECK]: Deception
input: [SCENE]: You are in a marketplace that trades in memories instead of gold. [ACTION]: I try to purchase the memory of a secret password from a vendor.,output: [CHECK]: Deception
"input: [SCENE]: You are trying to win the trust of a wild, majestic eagle. [ACTION]: I approach it slowly, with an offering of food and no sudden movements.",output: [CHECK]: Animal Handling
"input: [SCENE]: You are trying to win the trust of a wild, majestic eagle. [ACTION]: I approach it slowly, with an offering of food and no sudden movements.",output: [CHECK]: Animal Handling
input: [SCENE]: You are trying to perfectly replicate a complex martial arts form after seeing it once. [ACTION]: I try to mimic the form with perfect muscle memory.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to perfectly replicate a complex martial arts form after seeing it once. [ACTION]: I try to mimic the form with perfect muscle memory.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to convince a dryad to help you. [ACTION]: I appeal to her by showing my deep connection to the forest.,output: [CHECK]: Nature
input: [SCENE]: You are trying to convince a dryad to help you. [ACTION]: I appeal to her by showing my deep connection to the forest.,output: [CHECK]: Nature
input: [SCENE]: You are trying to learn a secret from a captured spy. [ACTION]: I offer them a chance at a new life and a clean slate in exchange for the information.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to learn a secret from a captured spy. [ACTION]: I offer them a chance at a new life and a clean slate in exchange for the information.,output: [CHECK]: Persuasion
input: [SCENE]: You are trying to predict an enemy army's next move. [ACTION]: I study the terrain and my knowledge of their general's favorite tactics.,output: [CHECK]: History
input: [SCENE]: You are trying to predict an enemy army's next move. [ACTION]: I study the terrain and my knowledge of their general's favorite tactics.,output: [CHECK]: History
input: [SCENE]: You are trying to get past a door that is magically locked and barred. [ACTION]: I try to turn the wooden bar to ash with my fire magic.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to get past a door that is magically locked and barred. [ACTION]: I try to turn the wooden bar to ash with my fire magic.,output: [CHECK]: Arcana
input: [SCENE]: You are trying to determine if a king's food has been poisoned. [ACTION]: I use my discipline to slow my heart and detect any poison in a small bite.,output: [CHECK]: Constitution
input: [SCENE]: You are trying to determine if a king's food has been poisoned. [ACTION]: I take a tiny bite and detect any poison with my discipline.,output: [CHECK]: Constitution
"input: [SCENE]: You are trying to activate a giant, dormant war machine. [ACTION]: I try to hotwire the construct's arcane power core.",output: [CHECK]: Tinker's Tools
"input: [SCENE]: You are trying to activate a giant, dormant war machine. [ACTION]: I try to hotwire the construct's arcane power core.",output: [CHECK]: Tinker's Tools
input: [SCENE]: You are trying to hold a crumbling ceiling up long enough for people to escape. [ACTION]: I use my sheer strength and righteous fury to hold up the ceiling.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to hold a crumbling ceiling up long enough for people to escape. [ACTION]: I use my sheer strength and righteous fury to hold up the ceiling.,output: [CHECK]: Athletics
input: [SCENE]: You are trying to escape through a crowded bazaar. [ACTION]: I try to create a diversion by cutting a merchant's purse so his coins spill everywhere.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to escape through a crowded bazaar. [ACTION]: I try to create a diversion by cutting a merchant's purse so his coins spill everywhere.,output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to hunt a seal on an ice floe. [ACTION]: I try to approach the seal without it noticing me.,output: [CHECK]: Stealth
input: [SCENE]: You are trying to hunt a seal on an ice floe. [ACTION]: I try to approach the seal without it noticing me.,output: [CHECK]: Stealth
"input: [SCENE]: You are trying to determine the magical properties of a strange, shimmering metal. [ACTION]: I cast an identification spell on the metal.",output: [CHECK]: Arcana
"input: [SCENE]: You are trying to determine the magical properties of a strange, shimmering metal. [ACTION]: I cast an identification spell on the metal.",output: [CHECK]: Arcana
input: [SCENE]: You are trying to get information from a group of gossiping nobles at a party. [ACTION]: I pretend to be a clueless provincial lord to get them to lower their guard.,output: [CHECK]: Performance
input: [SCENE]: You are trying to get information from a group of gossiping nobles at a party. [ACTION]: I pretend to be a clueless provincial lord to get them to lower their guard.,output: [CHECK]: Performance
input: [SCENE]: You are trying to determine if a seemingly holy relic is genuine. [ACTION]: I use my divine sense to detect the object's aura.,output: [CHECK]: Religion
input: [SCENE]: You are trying to determine if a seemingly holy relic is genuine. [ACTION]: I use my divine sense to detect the object's aura.,output: [CHECK]: Religion
"input: [SCENE]: You are trying to follow a creature that can fly. [ACTION]: I look for signs of its passage, like dropped feathers or claw marks on high branches.",output: [CHECK]: Investigation
"input: [SCENE]: You are trying to follow a creature that can fly. [ACTION]: I look for signs of its passage, like dropped feathers or claw marks on high branches.",output: [CHECK]: Investigation
input: [SCENE]: You are trying to open a door that only opens for a specific bloodline. [ACTION]: I try to trick the lock with a drop of my own magically-infused blood.,output: [CHECK]: Deception
input: [SCENE]: You are trying to open a door that only opens for a specific bloodline. [ACTION]: I try to trick the lock with a drop of my own magically-infused blood.,output: [CHECK]: Deception
input: [SCENE]: You are trying to determine the tactical advantages of a piece of high ground. [ACTION]: I survey the battlefield from the hilltop.,output: [CHECK]: Insight
input: [SCENE]: You are trying to determine the tactical advantages of a piece of high ground. [ACTION]: I survey the battlefield from the hilltop.,output: [CHECK]: Insight
"input: [SCENE]: You are trying to turn two rival crime bosses against each other. [ACTION]: I forge a letter from one crime boss to the other, making it seem like a betrayal.",output: [CHECK]: Forgery Kit
"input: [SCENE]: You are trying to turn two rival crime bosses against each other. [ACTION]: I forge a letter from one crime boss to the other, making it seem like a betrayal.",output: [CHECK]: Forgery Kit
input: [SCENE]: You are in a duel and your opponent is using an unorthodox fighting style. [ACTION]: I try to analyze their strange style to find a weakness.,output: [CHECK]: Investigation
input: [SCENE]: You are in a duel and your opponent is using an unorthodox fighting style. [ACTION]: I try to analyze their strange style to find a weakness.,output: [CHECK]: Investigation
"input: [SCENE]: You are trying to gently nudge a book off a high shelf without anyone noticing. [ACTION]: I try to create a small, focused gust of wind.",output: [CHECK]: Sleight of Hand
"input: [SCENE]: You are trying to gently nudge a book off a high shelf without anyone noticing. [ACTION]: I try to create a small, focused gust of wind.",output: [CHECK]: Sleight of Hand
input: [SCENE]: You are trying to walk through a blizzard without any winter clothing. [ACTION]: I use my ki to regulate my body temperature.,output: [CHECK]: Constitution
input: [SCENE]: You are trying to walk through a blizzard without any winter clothing. [ACTION]: I use my ki to regulate my body temperature.,output: [CHECK]: Constitution
