input,output
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are trying to create a magical lantern that can reveal invisible objects.', 'I try to craft a lantern with a specially ground crystal lens.']","['Arcana', 'Pass', ""You create a 'Lens of True Sight.' When you light the lantern, its beam reveals the shimmering outlines of invisible objects and creatures.""]"
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are trying to create a magical lantern that can reveal invisible objects.', 'I try to craft a lantern with a specially ground crystal lens.']","['Arcana', 'Fail', 'You grind the crystal incorrectly, and it fails to focus the magic properly. The result is just a normal lantern that gives off a faint, purple light.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You are trying to determine if a person is lying about their faith.', 'I use my divine sense to detect any deception.']","['Insight', 'Pass', 'The person claims to be a faithful follower of the Sun God, but your divine sense tells you their soul is cold and dark. They are lying.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You are trying to determine if a person is lying about their faith.', 'I use my divine sense to detect any deception.']","['Insight', 'Fail', 'The person seems to be a genuine and devout follower. If they are lying, their faith in their own deception is strong enough to fool your divine sense.']"
"['113', 'Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline.', 'You are in a magical forge powered by a captive fire elemental.', 'I try to communicate with the elemental, offering to free it for a favor.']","['Persuasion', 'Pass', 'The elemental, sensing your innate connection to its element, agrees. It will imbue one item with fire for you if you break its bonds.']"
"['113', 'Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline.', 'You are in a magical forge powered by a captive fire elemental.', 'I try to communicate with the elemental, offering to free it for a favor.']","['Persuasion', 'Fail', 'The elemental is too enraged by its captivity to listen. It lashes out with fiery tendrils, seeing you as just another captor.']"
"['114', 'Jin, a disciplined monk who seeks enlightenment through physical and mental perfection.', 'You are in a library where all the books are chained to the shelves.', 'I try to read a book from a distance by memorizing the page in a glance.']","['Investigation', 'Pass', 'Your focus is absolute. You are able to read and memorize the entire page from ten feet away before the librarian notices.']"
"['114', 'Jin, a disciplined monk who seeks enlightenment through physical and mental perfection.', 'You are in a library where all the books are chained to the shelves.', 'I try to read a book from a distance by memorizing the page in a glance.']","['Investigation', 'Fail', 'The text is too small and the lighting is too poor. You are unable to make out the words from such a distance.']"
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are trying to cross a bridge guarded by a sphinx with a riddle.', ""I try to use logic to deconstruct the riddle's linguistic flaws.""]","['Intelligence', 'Pass', 'You point out that the riddle is based on a false premise and is thus unsolvable. The sphinx, impressed by your logic rather than a correct answer, allows you to pass.']"
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are trying to cross a bridge guarded by a sphinx with a riddle.', ""I try to use logic to deconstruct the riddle's linguistic flaws.""]","['Intelligence', 'Fail', 'The riddle is magical in nature and does not adhere to mundane logic. Your attempts to deconstruct it are meaningless, and the sphinx looks bored.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You have found the phylactery of a lich, but it is protected by a holy aura.', ""I try to use my own faith to overwhelm the phylactery's defenses.""]","['Religion', 'Pass', 'You channel your pure, righteous faith, and it acts as a key, bypassing the corrupted holy defenses and allowing you to strike the phylactery.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You have found the phylactery of a lich, but it is protected by a holy aura.', ""I try to use my own faith to overwhelm the phylactery's defenses.""]","['Religion', 'Fail', 'The lich was a cleric in its former life, and its holy aura is a twisted mockery of your own faith. The two forces cancel each other out, and the phylactery remains protected.']"
"['101', 'Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger.', ""You are interrogating a smuggler who might know about the dagger's location."", 'I mention the name of a rival smuggler, implying they sold him out.']","['Deception', 'Pass', ""The smuggler's eyes go wide with fear and anger. In his panicked denial, he lets slip a key detail about a recent shipment to a hidden cove.""]"
"['101', 'Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger.', ""You are interrogating a smuggler who might know about the dagger's location."", 'I mention the name of a rival smuggler, implying they sold him out.']","['Deception', 'Fail', ""The smuggler just laughs. 'Oldest trick in the book,' he says. 'You'll have to do better than that to get anything from me.'""]"
"['102', 'Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness.', ""You are in a 'civilized' city, and your axe is taken for 'peace-bonding'."", 'I try to navigate the city without my primary weapon.']","['Wisdom', 'Pass', 'You feel naked without your axe, but you control your anxiety. You recognize that your hands and your wits can be weapons too, and you proceed with caution.']"
"['102', 'Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness.', ""You are in a 'civilized' city, and your axe is taken for 'peace-bonding'."", 'I try to navigate the city without my primary weapon.']","['Wisdom', 'Fail', 'The lack of your axe makes you feel intensely vulnerable and angry. You are agitated and overly aggressive to everyone you meet, drawing unwanted attention.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins.', 'You are trying to learn a spell from a book written in an ancient, forgotten language.', 'I try to cast the spell by phonetically sounding out the strange words.']","['Arcana', 'Pass', ""Though you don't understand the words, your innate understanding of magic allows you to shape the spell correctly. It works, though you're not sure how.""]"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins.', 'You are trying to learn a spell from a book written in an ancient, forgotten language.', 'I try to cast the spell by phonetically sounding out the strange words.']","['Arcana', 'Fail', 'Your mispronunciation of a single syllable has disastrous results. The spell backfires, engulfing you in a cloud of harmless, slimy, green goo.']"
"['104', 'Finn, a charismatic bard who travels the world collecting stories and songs.', 'You are in a silent monastery where speaking is forbidden.', 'I try to tell a story using only my lute.']","['Performance', 'Pass', 'You play a beautiful, evocative piece of music that tells a clear story of love, loss, and hope. The silent monks are moved to tears.']"
"['104', 'Finn, a charismatic bard who travels the world collecting stories and songs.', 'You are in a silent monastery where speaking is forbidden.', 'I try to tell a story using only my lute.']","['Performance', 'Fail', 'Your music is pleasant, but without words, it is just a series of nice sounds. The intended story is completely lost on the monks.']"
"['105', 'Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land.', 'You are trying to gain the trust of a group of feral children living in the sewers.', 'I offer them a loaf of bread and a prayer for their safety.']","['Persuasion', 'Pass', 'The children are wary, but the genuine kindness in your eyes and the offer of food is enough to win them over. They cautiously approach you.']"
"['105', 'Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land.', 'You are trying to gain the trust of a group of feral children living in the sewers.', 'I offer them a loaf of bread and a prayer for their safety.']","['Persuasion', 'Fail', 'The children have learned that nothing is free. They see your offer as a trap, snatch the bread, and then disappear back into the darkness.']"
"['106', 'Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters.', 'You are in a cavern filled with sound-dampening moss.', 'I try to scrape some moss into a pouch to use for silent movement later.']","['Stealth', 'Pass', 'You carefully scrape a large amount of the moss into your pouch. Wrapping it around your boots should make you almost completely silent.']"
"['106', 'Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters.', 'You are in a cavern filled with sound-dampening moss.', 'I try to scrape some moss into a pouch to use for silent movement later.']","['Stealth', 'Fail', 'The moss is unexpectedly tough. Your knife makes a loud scraping sound against the stone wall, a noise that is doubly loud in the otherwise silent cavern.']"
"['107', 'Alistair, a warlock who made a pact with an unknowable entity from beyond the stars.', 'You are in a hall of mirrors that show you terrible visions of the future.', ""I try to find the one true reflection by looking for the one that doesn't show a vision.""]","['Investigation', 'Pass', 'You ignore the horrifying visions and focus on the reflections themselves. You notice one mirror that shows you exactly as you are. That is the exit.']"
"['107', 'Alistair, a warlock who made a pact with an unknowable entity from beyond the stars.', 'You are in a hall of mirrors that show you terrible visions of the future.', ""I try to find the one true reflection by looking for the one that doesn't show a vision.""]","['Investigation', 'Fail', 'Every mirror shows a different, equally horrifying vision. You are unable to tell which are illusions and which might be the real future, leaving you lost and terrified.']"
"['108', 'Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent.', 'You are at a feast and suspect the wine is poisoned.', 'I discreetly use the silver tip of my dagger to test the wine.']","['Sleight of Hand', 'Pass', 'You dip your dagger into the wine when no one is looking. A dark tarnish immediately appears on the silver. The wine is definitely poisoned.']"
"['108', 'Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent.', 'You are at a feast and suspect the wine is poisoned.', 'I discreetly use the silver tip of my dagger to test the wine.']","['Sleight of Hand', 'Fail', ""As you dip your dagger into the wine, a nearby noble notices the action. 'What are you doing?' they ask loudly, drawing the attention of the entire table.""]"
"['113', 'Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline.', 'You are trying to put out a campfire without using water.', 'I try to draw the heat out of the fire with my magic.']","['Arcana', 'Pass', 'You pull the heat from the flames, and the fire dies with a soft hiss, leaving behind a pile of cold, unburnt wood.']"
"['113', 'Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline.', 'You are trying to put out a campfire without using water.', 'I try to draw the heat out of the fire with my magic.']","['Arcana', 'Fail', 'Your control slips, and you accidentally fuel the fire with a surge of elemental energy. The campfire erupts into a massive bonfire.']"
"['114', 'Jin, a disciplined monk who seeks enlightenment through physical and mental perfection.', 'You are trying to win a game of chess against a master strategist.', 'I try to anticipate his moves by reading his body language.']","['Insight', 'Pass', 'You notice a slight tensing in his jaw when he is about to make an aggressive move, which allows you to prepare a counter-attack. You win the game.']"
"['114', 'Jin, a disciplined monk who seeks enlightenment through physical and mental perfection.', 'You are trying to win a game of chess against a master strategist.', 'I try to anticipate his moves by reading his body language.']","['Insight', 'Fail', 'The strategist is completely unreadable, a perfect stone mask. You can get no clues from his demeanor and are easily outmaneuvered.']"
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are trying to determine what a strange liquid is.', ""I use my alchemist's supplies to analyze a sample.""]","[""Alchemist's Supplies"", 'Pass', 'After a series of tests, you determine the liquid is a very rare form of magical coolant, often used in the construction of high-powered magical constructs.']"
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are trying to determine what a strange liquid is.', ""I use my alchemist's supplies to analyze a sample.""]","[""Alchemist's Supplies"", 'Fail', 'The liquid is completely inert and reacts to none of your tests. Its composition is a total mystery, though it does taste faintly of lemon.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You are trying to convince a ghost to move on to the afterlife.', 'I explain that its purpose in this world is fulfilled and it can now be at peace.']","['Religion', 'Pass', 'The ghost, which was tied to this world by a sense of duty, finally understands that its work is done. It gives you a grateful nod and fades away into a peaceful light.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You are trying to convince a ghost to move on to the afterlife.', 'I explain that its purpose in this world is fulfilled and it can now be at peace.']","['Religion', 'Fail', 'The ghost is bound by a powerful curse, not a sense of duty. Your words of peace mean nothing to it, and it remains trapped in this world.']"
"['101', 'Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger.', 'You are trying to climb a rope that is covered in slippery grease.', 'I try to find a way to get a grip on the greasy rope.']","['Acrobatics', 'Pass', 'Instead of using your hands, you expertly brace your feet against the wall and your back against the rope, shimmying up without needing to grip it.']"
"['101', 'Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger.', 'You are trying to climb a rope that is covered in slippery grease.', 'I try to find a way to get a grip on the greasy rope.']","['Acrobatics', 'Fail', 'The grease is too thick. Every time you try to get a grip, your hands and feet just slide off, and you are unable to climb.']"
"['102', 'Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness.', ""You are trying to win a 'battle of the bands' with your war drum."", 'I play a powerful, primal rhythm that stirs the heart.']","['Performance', 'Pass', 'The thunderous, hypnotic beat of your drum captivates the audience. They are filled with a primal energy and declare you the winner by acclamation.']"
"['102', 'Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness.', ""You are trying to win a 'battle of the bands' with your war drum."", 'I play a powerful, primal rhythm that stirs the heart.']","['Performance', 'Fail', 'You have a powerful rhythm, but no sense of melody or showmanship. The crowd is briefly interested but is ultimately won over by a lute player with more flair.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins.', 'You are trying to determine if a powerful archmage is still alive.', 'I try to use a scrying spell to find him.']","['Arcana', 'Pass', 'Your scrying is successful. You see a brief image of the archmage, old and withered, sitting on a throne of black ice in a frozen wasteland.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins.', 'You are trying to determine if a powerful archmage is still alive.', 'I try to use a scrying spell to find him.']","['Arcana', 'Fail', 'Your spell is immediately blocked by a powerful anti-scrying ward. You not only fail to find the archmage, but you are certain he is now aware of your attempt.']"
"['104', 'Finn, a charismatic bard who travels the world collecting stories and songs.', 'You are trying to deliver a coded insult that only your target will understand.', 'I craft a clever, backhanded compliment.']","['Deception', 'Pass', 'You deliver a toast that sounds like high praise to everyone else, but your target recognizes the subtle insult and their face flushes with anger.']"
"['104', 'Finn, a charismatic bard who travels the world collecting stories and songs.', 'You are trying to deliver a coded insult that only your target will understand.', 'I craft a clever, backhanded compliment.']","['Deception', 'Fail', 'Your insult is too subtle. Your target takes it as a genuine compliment, and the person you were trying to impress with your wit is just confused.']"
"['105', 'Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land.', 'You are trying to determine which of two identical twins is a vampire.', 'I use my divine sense to detect the undead one.']","['Insight', 'Pass', 'You focus your senses and can feel a cold, dead aura emanating from the twin on the right. That is the creature of the night.']"
"['105', 'Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land.', 'You are trying to determine which of two identical twins is a vampire.', 'I use my divine sense to detect the undead one.']","['Insight', 'Fail', 'The vampire is using a powerful magical amulet to mask its undead nature. Both twins feel like living, breathing mortals to your divine sense.']"
"['106', 'Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters.', ""You are trying to shoot an apple off someone's head."", 'I try to make the incredibly precise shot.']","['Athletics', 'Pass', 'You account for the wind, take a steadying breath, and release. The arrow flies true, splitting the apple perfectly in half without harming the person.']"
"['106', 'Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters.', ""You are trying to shoot an apple off someone's head."", 'I try to make the incredibly precise shot.']","['Athletics', 'Fail', 'Your nerve breaks at the last second, and you pull the shot just a hair. The arrow misses the apple and the person completely, thudding into the tree behind them.']"
"['107', 'Alistair, a warlock who made a pact with an unknowable entity from beyond the stars.', 'You are trying to understand a creature that communicates through changing colors.', 'I try to find a pattern in the color shifts.']","['Investigation', 'Pass', 'You realize the creature is using a complex color-based grammar. You are able to decipher its basic meaning and communicate with it.']"
"['107', 'Alistair, a warlock who made a pact with an unknowable entity from beyond the stars.', 'You are trying to understand a creature that communicates through changing colors.', 'I try to find a pattern in the color shifts.']","['Investigation', 'Fail', 'The colors shift in a chaotic, mesmerizing pattern that seems to have no logic or meaning. You are unable to communicate with the creature.']"
"['108', 'Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent.', 'You are trying to find a secret passage in a castle.', ""I try to recall the castle's original blueprints from my studies.""]","['History', 'Pass', ""You recall reading that the castle's architect was famous for including secret passages. You remember a detail about a passage behind a specific tapestry in the main hall.""]"
"['108', 'Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent.', 'You are trying to find a secret passage in a castle.', ""I try to recall the castle's original blueprints from my studies.""]","['History', 'Fail', ""You have studied many famous castles, but you have no specific knowledge of this one. You don't know where any secret passages might be.""]"
"['113', 'Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline.', 'You are trying to charm a hostile guard captain.', 'I try to use my innate charisma, enhanced by a subtle magical aura.']","['Persuasion', 'Pass', 'The guard captain, who was initially hostile, suddenly finds you to be a very reasonable and trustworthy person. They agree to your request.']"
"['113', 'Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline.', 'You are trying to charm a hostile guard captain.', 'I try to use my innate charisma, enhanced by a subtle magical aura.']","['Persuasion', 'Fail', 'The guard captain is a highly disciplined veteran with a strong will. They recognize your attempt at magical manipulation and become even more hostile, drawing their weapon.']"
"['114', 'Jin, a disciplined monk who seeks enlightenment through physical and mental perfection.', 'You are trying to snatch a key from a hook on the far side of a room without touching the floor.', 'I try to run along the walls of the room to get the key.']","['Acrobatics', 'Pass', 'You run along one wall, leap to the other, snatch the key, and land back where you started, all without touching the trapped floor.']"
"['114', 'Jin, a disciplined monk who seeks enlightenment through physical and mental perfection.', 'You are trying to run across a room without touching the floor to get a key.', 'I try to run along the walls of the room to get the key.']","['Acrobatics', 'Fail', 'You manage to run along the first wall, but your leap to the second wall falls short. You land heavily on the trapped floor, triggering a loud alarm.']"
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are trying to build a makeshift raft.', 'I use my knowledge of engineering to build a sturdy raft.']","[""Woodcarver's Tools"", 'Pass', 'You are able to lash the logs together in a way that creates a stable, buoyant platform capable of carrying you and your companions safely across the river.']"
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are trying to build a makeshift raft.', 'I use my knowledge of engineering to build a sturdy raft.']","[""Woodcarver's Tools"", 'Fail', 'Your design is too ambitious for the materials at hand. The raft is unstable and begins to come apart as soon as you put it in the water.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You are trying to determine if a powerful artifact is cursed.', 'I use my divine sense to detect any evil clinging to the object.']","['Investigation', 'Pass', 'When you reach out with your senses, you are hit with a wave of pure malevolence. The object is not just cursed, it is a vessel for a powerful evil entity.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You are trying to determine if a powerful artifact is cursed.', 'I use my divine sense to detect any evil clinging to the object.']","['Investigation', 'Fail', 'The artifact is ancient and powerful, but your divine sense detects no evil in it. It appears to be safe.']"
"['101', 'Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger.', 'You are trying to identify a poison by its taste.', 'I carefully taste a tiny, non-lethal amount of the poison.']","[""Poisoner's Kit"", 'Pass', 'You recognize the bitter, almond-like taste of Cyanide, a fast-acting and deadly poison.']"
"['101', 'Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger.', 'You are trying to identify a poison by its taste.', 'I carefully taste a tiny, non-lethal amount of the poison.']","[""Poisoner's Kit"", 'Fail', 'The poison has no taste at all, which is in itself a terrifying discovery. You have no idea what it is, only that it is expertly made.']"
"['102', 'Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness.', 'You are in a crowded tavern, and someone insults your honor.', 'I try to ignore the insult and control my temper.']","['Wisdom', 'Pass', ""You feel a flash of rage, but you master it. You know that a tavern brawl is a fool's errand. You turn your back on the man and finish your drink.""]"
"['102', 'Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness.', 'You are in a crowded tavern, and someone insults your honor.', 'I try to ignore the insult and control my temper.']","['Wisdom', 'Fail', 'The insult is too much to bear. Your honor demands satisfaction. You let out a roar of rage and flip the table, challenging the man to a fight.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins.', 'You are trying to cast a spell in an area of wild magic.', 'I try to control the unpredictable magical energies.']","['Arcana', 'Pass', 'You are able to impose your will on the chaotic magic. Your spell works as intended, without any strange side effects.']"
"['103', 'Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins.', 'You are trying to cast a spell in an area of wild magic.', 'I try to control the unpredictable magical energies.']","['Arcana', 'Fail', 'The wild magic overwhelms your spell. Instead of a fireball, you summon a shower of harmless blue frogs.']"
"['104', 'Finn, a charismatic bard who travels the world collecting stories and songs.', 'You are trying to win a poetry contest.', 'I compose a moving sonnet about the beauty of the sunset.']","['Performance', 'Pass', 'Your sonnet is a masterpiece of meter and metaphor. The audience is spellbound, and you easily win the contest.']"
"['104', 'Finn, a charismatic bard who travels the world collecting stories and songs.', 'You are trying to win a poetry contest.', 'I compose a moving sonnet about the beauty of the sunset.']","['Performance', 'Fail', 'Your poem is full of cliches and forced rhymes. The audience gives you a polite but unenthusiastic round of applause.']"
"['105', 'Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land.', 'You are trying to find a specific holy text in a massive, disorganized library.', 'I use my religious knowledge to narrow down the search.']","['Religion', 'Pass', 'You know the text was written by a specific sect from a specific era, which allows you to ignore most of the library and focus your search on a single, dusty wing. You find the book.']"
"['105', 'Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land.', 'You are trying to find a specific holy text in a massive, disorganized library.', 'I use my religious knowledge to narrow down the search.']","['Religion', 'Fail', 'The library is a chaotic mess, with books from a hundred different faiths and sects all mixed together. Your specialized knowledge is of no use here.']"
"['106', 'Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters.', 'You are trying to find the North Star to get your bearings.', 'I look for the familiar constellation to find my way.']","['Survival', 'Pass', 'The night is clear, and you easily spot the North Star, allowing you to determine which way is north and get your bearings.']"
"['106', 'Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters.', 'You are trying to find the North Star to get your bearings.', 'I look for the familiar constellation to find my way.']","['Survival', 'Fail', 'The sky is overcast, and you cannot see the stars. You have no way of knowing which direction is which.']"
"['107', 'Alistair, a warlock who made a pact with an unknowable entity from beyond the stars.', 'You are trying to convince a group of cultists that you are a prophet of their dark god.', 'I display a dark magical feat and speak in cryptic verses.']","['Deception', 'Pass', 'Your display of power and your strange, prophetic words are enough to convince the cultists. They kneel before you, believing you to be a chosen one.']"
"['107', 'Alistair, a warlock who made a pact with an unknowable entity from beyond the stars.', 'You are trying to convince a group of cultists that you are a prophet of their dark god.', 'I display a dark magical feat and speak in cryptic verses.']","['Deception', 'Fail', ""Your magic is impressive, but your knowledge of their dogma is flawed. The cult's high priest denounces you as a heretic and an impostor.""]"
"['108', 'Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent.', 'You are trying to determine if a captured soldier will remain loyal to their kingdom.', 'I try to gauge their loyalty and morale.']","['Insight', 'Pass', ""You see in the soldier's eyes not fanaticism, but fear and doubt. Their loyalty is to their comrades, not their king. They can be turned.""]"
"['108', 'Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent.', 'You are trying to determine if a captured soldier will remain loyal to their kingdom.', 'I try to gauge their loyalty and morale.']","['Insight', 'Fail', 'The soldier is a true believer in their cause. You see nothing but unwavering loyalty in their eyes. They will never betray their kingdom.']"
"['113', 'Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline.', 'You are trying to douse a spreading fire.', 'I attempt to summon a localized rain shower over the fire.']","['Nature', 'Pass', 'You gather the moisture in the air and are able to create a small, intense rain shower that douses the flames.']"
"['113', 'Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline.', 'You are trying to douse a spreading fire.', 'I attempt to summon a localized rain shower over the fire.']","['Nature', 'Fail', 'You are unable to gather enough moisture from the hot, dry air. Your spell produces only a weak, misty drizzle that does nothing to stop the fire.']"
"['114', 'Jin, a disciplined monk who seeks enlightenment through physical and mental perfection.', 'You are trying to catch a fly with chopsticks.', 'I try to achieve the necessary speed and precision.']","['Sleight of Hand', 'Pass', 'Your hand is a blur. The chopsticks snap together, and you have caught the fly by its wings, completely unharmed.']"
"['114', 'Jin, a disciplined monk who seeks enlightenment through physical and mental perfection.', 'You are trying to catch a fly with chopsticks.', 'I try to achieve the necessary speed and precision.']","['Sleight of Hand', 'Fail', 'The fly is impossibly fast, and it easily evades your attempts to catch it, buzzing mockingly around your head.']"
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are trying to create a magical glue.', ""I use my alchemist's supplies to create a powerful adhesive.""]","[""Alchemist's Supplies"", 'Pass', 'You create a sovereign glue, a magical substance that can permanently bond any two objects together.']"
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are trying to create a magical glue.', ""I use my alchemist's supplies to create a powerful adhesive.""]","[""Alchemist's Supplies"", 'Fail', 'You create an incredibly effective solvent instead. The beaker you were using to mix it dissolves, and the contents spill all over your work table.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You are trying to break a magical chain.', 'I try to shatter it with a divinely empowered strike.']","['Athletics', 'Pass', 'You channel your divine might into your weapon. The resulting blow is so powerful that it shatters the magical chain into a thousand pieces.']"
"['112', 'Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent.', 'You are trying to break a magical chain.', 'I try to shatter it with a divinely empowered strike.']","['Athletics', 'Fail', 'The chain is made of a strange, magic-resistant metal. Your divinely empowered strike does nothing but create a few sparks.']"
"['115', 'Silas, a mastermind rogue and former spymaster who prefers to defeat enemies with schemes, not daggers.', 'You are at a tense parley between two rival factions you wish to unite.', 'I subtly feed misinformation to one side, pretending to be their ally, to manipulate them into a truce.']","['Deception', 'Pass', 'They take the bait completely, believing your fabricated intelligence. Their strategic position now seems weaker, and they agree to the truce.']"
"['115', 'Silas, a mastermind rogue and former spymaster who prefers to defeat enemies with schemes, not daggers.', 'You are at a tense parley between two rival factions you wish to unite.', 'I subtly feed misinformation to one side, pretending to be their ally, to manipulate them into a truce.']","['Deception', 'Fail', ""The faction leader is a shrewd tactician and sees a flaw in your 'intelligence.' They realize you are playing them and become hostile to both you and the other side.""]"
"['116', 'General Kaelen, a battle master fighter and veteran tactician who analyzes every fight.', 'You are about to duel a famously undefeated knight.', 'I try to recall accounts of their previous duels to find a weakness in their fighting style.']","['History', 'Pass', 'You remember reading that the knight always relies on a powerful opening lunge but has poor footing when forced to backpedal. You know how to counter them.']"
"['116', 'General Kaelen, a battle master fighter and veteran tactician who analyzes every fight.', 'You are about to duel a famously undefeated knight.', 'I try to recall accounts of their previous duels to find a weakness in their fighting style.']","['History', 'Fail', ""The knight's legend is great, but the actual details of their fights are scarce and contradictory. You have no tactical information to go on.""]"
"['113', 'Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline.', 'You are in the surreal landscape of a shared dream.', 'I try to reshape the dreamscape to my advantage by imagining a weapon into existence.']","['Charisma', 'Pass', 'You focus your will, and the dream-stuff coalesces into a shimmering sword of pure energy in your hand. The dreamscape is subject to your imagination.']"
"['113', 'Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline.', 'You are in the surreal landscape of a shared dream.', 'I try to reshape the dreamscape to my advantage by imagining a weapon into existence.']","['Charisma', 'Fail', ""Your grip on the dream is too weak. You try to imagine a sword, but it appears as a limp, useless noodle. The dreamer's subconscious is stronger than yours.""]"
"['114', 'Jin, a disciplined monk who seeks enlightenment through physical and mental perfection.', 'You encounter a grieving ghost who cannot move on.', 'I try to comfort the ghost by listening to its story with empathetic silence.']","['Insight', 'Pass', 'You sit in silence, providing a calm, non-judgmental presence. The ghost, sensing your empathy, finally unburdens its centuries of sorrow and finds peace.']"
"['114', 'Jin, a disciplined monk who seeks enlightenment through physical and mental perfection.', 'You encounter a grieving ghost who cannot move on.', 'I try to comfort the ghost by listening to its story with empathetic silence.']","['Insight', 'Fail', 'Your silence is seen not as empathy, but as cold indifference. The ghost becomes agitated and hostile, its sorrow turning to rage.']"
"['111', 'Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with.', 'You are in a library where books fly and must be caught.', 'I try to build a net-launcher to catch the specific book I need.']","[""Tinker's Tools"", 'Pass', 'You quickly assemble a spring-loaded device that launches a weighted net. You take aim and fire, neatly capturing the flying tome.']"
