"input: player_input,check_required",output: outcome_type
"input: I try to create a small, focused gust of wind.,Sleight of Hand",output: Fail
"input: I use my ki to regulate my body temperature.,Constitution",output: Pass
"input: I use my ki to regulate my body temperature.,Constitution",output: Fail
"input: I use my knowledge of stonework and history to understand the runes.,History",output: Pass
"input: I use my knowledge of stonework and history to understand the runes.,History",output: Fail
"input: I engage them in a theological discussion to prove my faith.,Religion",output: Pass
"input: I engage them in a theological discussion to prove my faith.,Religion",output: Fail
"input: I use my tactical knowledge to identify the best choke point to make our stand.,Investigation",output: Pass
"input: I use my tactical knowledge to identify the best choke point to make our stand.,Investigation",output: Fail
"input: I toss a small stone onto a nearby tile to see if it triggers a trap.,Sleight of Hand",output: Pass
"input: I toss a small stone onto a nearby tile to see if it triggers a trap.,Sleight of Hand",output: Fail
"input: I try to commit the path's correct sequence to memory before it changes again.,Intelligence",output: Pass
"input: I try to commit the path's correct sequence to memory before it changes again.,Intelligence",output: Fail
"input: I try to deliver a moving eulogy to honor their memory.,Performance",output: Pass
"input: I try to deliver a moving eulogy to honor their memory.,Performance",output: Fail
"input: I try to sharpen my sword with a whetstone at camp.,Smith's Tools",output: Pass
"input: I try to sharpen my sword with a whetstone at camp.,Smith's Tools",output: Fail
"input: I look for signs of hidden springs, like patches of green vegetation.,Survival",output: Pass
"input: I look for signs of hidden springs, like patches of green vegetation.,Survival",output: Fail
"input: I try to break the chains binding my hands.,Athletics",output: Pass
"input: I try to break the chains binding my hands.,Athletics",output: Fail
"input: I try to examine the gem for any imperfections.,Investigation",output: Pass
"input: I try to examine the gem for any imperfections.,Investigation",output: Fail
"input: I use my knowledge of alchemy to brew the potion.,Alchemist's Supplies",output: Pass
"input: I use my knowledge of alchemy to brew the potion.,Alchemist's Supplies",output: Fail
"input: I use my divine sense to detect any evil or fiendish presence.,Insight",output: Pass
"input: I use my divine sense to detect any evil or fiendish presence.,Insight",output: Fail
"input: I look for a gap in their armor to strike at.,Perception",output: Pass
"input: I look for a gap in their armor to strike at.,Perception",output: Fail
"input: I use my knowledge of nature to identify the plant.,Nature",output: Pass
"input: I use my knowledge of nature to identify the plant.,Nature",output: Fail
"input: I snap a wooden spear in half over my knee to show my strength.,Intimidation",output: Pass
"input: I snap a wooden spear in half over my knee to show my strength.,Intimidation",output: Fail
"input: I watch for signs of deception in their body language.,Insight",output: Pass
"input: I watch for signs of deception in their body language.,Insight",output: Fail
"input: I search my vast mental library for the name.,History",output: Pass
"input: I search my vast mental library for the name.,History",output: Fail
"input: I use my healing magic to neutralize the poison.,Medicine",output: Pass
"input: I use my healing magic to neutralize the poison.,Medicine",output: Fail
"input: I analyze their movements for weaknesses.,Insight",output: Pass
"input: I analyze their movements for weaknesses.,Insight",output: Fail
"input: I try to soothe the animal and show it there's no danger.,Animal Handling",output: Pass
"input: I try to soothe the animal and show it there's no danger.,Animal Handling",output: Fail
"input: I use my sheer endurance to withstand the cold.,Constitution",output: Pass
"input: I use my sheer endurance to withstand the cold.,Constitution",output: Fail
"input: I try to charm the guard with a flirtatious smile.,Deception",output: Pass
"input: I try to charm the guard with a flirtatious smile.,Deception",output: Fail
"input: I try to find the book among the charred remains.,Investigation",output: Pass
"input: I try to find the book among the charred remains.,Investigation",output: Fail
"input: I try to reveal the hag's true nature to the villagers.,Persuasion",output: Pass
"input: I try to reveal the hag's true nature to the villagers.,Persuasion",output: Fail
"input: I try to issue clear, simple commands to direct the soldiers.,Performance",output: Pass
"input: I try to issue clear, simple commands to direct the soldiers.,Performance",output: Fail
"input: I look for a suitable cave or overhang to wait out the storm.,Perception",output: Pass
"input: I look for a suitable cave or overhang to wait out the storm.,Perception",output: Fail
"input: I use my rage to fuel my strength and bend the bars.,Athletics",output: Pass
"input: I use my rage to fuel my strength and bend the bars.,Athletics",output: Fail
"input: I try to conceal the object in a hidden pocket.,Sleight of Hand",output: Pass
"input: I try to conceal the object in a hidden pocket.,Sleight of Hand",output: Fail
"input: I cast an 'Identify' spell on the item.,Arcana",output: Pass
"input: I cast an 'Identify' spell on the item.,Arcana",output: Fail
"input: I search my memory for the story of the saint.,Religion",output: Pass
"input: I search my memory for the story of the saint.,Religion",output: Fail
"input: I inspect the blade for balance, weight, and craftsmanship.,Investigation",output: Pass
"input: I inspect the blade for balance, weight, and craftsmanship.,Investigation",output: Fail
"input: I use the position of the moon and stars to find my way.,Survival",output: Pass
"input: I use the position of the moon and stars to find my way.,Survival",output: Fail
"input: I try to swim across the powerful current.,Athletics",output: Pass
"input: I try to swim across the powerful current.,Athletics",output: Fail
"input: I try to distribute my weight to avoid the squeaky board.,Stealth",output: Pass
"input: I try to distribute my weight to avoid the squeaky board.,Stealth",output: Fail
"input: I try to cast a 'Calm Emotions' spell on the creature.,Arcana",output: Pass
"input: I try to cast a 'Calm Emotions' spell on the creature.,Arcana",output: Fail
"input: I use my faith and fortitude to fight off the illness.,Constitution",output: Pass
"input: I use my faith and fortitude to fight off the illness.,Constitution",output: Fail
"input: I watch their formations and discipline.,Insight",output: Pass
"input: I watch their formations and discipline.,Insight",output: Fail
"input: I use my knowledge of animals to train the dog.,Animal Handling",output: Pass
"input: I use my knowledge of animals to train the dog.,Animal Handling",output: Fail
"input: I try to make sense of the confusing legal language.,Intelligence",output: Pass
"input: I try to make sense of the confusing legal language.,Intelligence",output: Fail
"input: I use my forgery kit to copy the signature.,Forgery Kit",output: Pass
"input: I use my forgery kit to copy the signature.,Forgery Kit",output: Fail
"input: I use my magical knowledge to analyze the orb.,Investigation",output: Pass
"input: I use my magical knowledge to analyze the orb.,Investigation",output: Fail
"input: I try to give them a reason to hope again.,Persuasion",output: Pass
"input: I try to give them a reason to hope again.,Persuasion",output: Fail
"input: I look for clues to their passage, like a dropped coin or a fresh footprint.,Survival",output: Pass
"input: I look for clues to their passage, like a dropped coin or a fresh footprint.,Survival",output: Fail
"input: I try to follow the river upstream to its source.,Nature",output: Pass
"input: I try to follow the river upstream to its source.,Nature",output: Fail
"input: I apply my military discipline to follow the apple pie recipe exactly.,Cook's Utensils",output: Pass
"input: I apply my military discipline to follow the apple pie recipe exactly.,Cook's Utensils",output: Fail
"input: I try to cross the massive expanse of the floor by navigating the furniture.,Acrobatics",output: Pass
"input: I try to cross the massive expanse of the floor by navigating the furniture.,Acrobatics",output: Fail
"input: I try to predict the library's organizational pattern based on arcane principles.,Arcana",output: Pass
"input: I try to predict the library's organizational pattern based on arcane principles.,Arcana",output: Fail
"input: I use my knowledge of religious law to find a just and impartial solution.,Religion",output: Pass
"input: I use my knowledge of religious law to find a just and impartial solution.,Religion",output: Fail
"input: I try to make a sharp turn to lose my pursuers in a dense forest.,Animal Handling",output: Pass
"input: I try to make a sharp turn to lose my pursuers in a dense forest.,Animal Handling",output: Fail
"input: I examine the water and surrounding area for signs of contamination.,Survival",output: Pass
"input: I examine the water and surrounding area for signs of contamination.,Survival",output: Fail
"input: I try to goad them into attacking first.,Deception",output: Pass
"input: I try to goad them into attacking first.,Deception",output: Fail
"input: I appeal to our old friendship to convince him to look the other way.,Persuasion",output: Pass
"input: I appeal to our old friendship to convince him to look the other way.,Persuasion",output: Fail
"input: I try to find the mechanism that is causing the sand to pour in.,Investigation",output: Pass
"input: I try to find the mechanism that is causing the sand to pour in.,Investigation",output: Fail
"input: I try to speak with the spirits of the house to learn their story.,History",output: Pass
"input: I try to speak with the spirits of the house to learn their story.,History",output: Fail
"input: I use my strength to brace the door.,Athletics",output: Pass
"input: I use my strength to brace the door.,Athletics",output: Fail
"input: I use my knowledge of medicine to treat the bite.,Medicine",output: Pass
"input: I use my knowledge of medicine to treat the bite.,Medicine",output: Fail
"input: I try to decipher the symbols on the map.,Intelligence",output: Pass
"input: I try to decipher the symbols on the map.,Intelligence",output: Fail
"input: I carefully inspect the lock and seams for any signs of a trap mechanism.,Investigation",output: Pass
"input: I carefully inspect the lock and seams for any signs of a trap mechanism.,Investigation",output: Fail
"input: I use a delicate mending spell to repair the page.,Sleight of Hand",output: Pass
"input: I use a delicate mending spell to repair the page.,Sleight of Hand",output: Fail
"input: I use my divine magic to create a protective barrier.,Religion",output: Pass
"input: I use my divine magic to create a protective barrier.,Religion",output: Fail
"input: I stare him down without saying a word.,Intimidation",output: Pass
"input: I stare him down without saying a word.,Intimidation",output: Fail
"input: I listen to the bird's song and try to identify it.,Nature",output: Pass
"input: I listen to the bird's song and try to identify it.,Nature",output: Fail
"input: I use my survival skills to find dry tinder and wood.,Survival",output: Pass
"input: I use my survival skills to find dry tinder and wood.,Survival",output: Fail
"input: I try to spot a tail in the reflection of a shop window.,Perception",output: Pass
"input: I try to spot a tail in the reflection of a shop window.,Perception",output: Fail
"input: I cast a 'Detect Magic' spell to find the real one.,Arcana",output: Pass
"input: I cast a 'Detect Magic' spell to find the real one.,Arcana",output: Fail
"input: I appeal to the memory of their faith and the god they once served.,Persuasion",output: Pass
"input: I appeal to the memory of their faith and the god they once served.,Persuasion",output: Fail
"input: I analyze the number and depth of the tracks to estimate their numbers.,Survival",output: Pass
"input: I analyze the number and depth of the tracks to estimate their numbers.,Survival",output: Fail
"input: I try to earn the hawk's trust with food and patience.,Animal Handling",output: Pass
"input: I try to earn the hawk's trust with food and patience.,Animal Handling",output: Fail
"input: I use a sledgehammer to smash through the wall.,Athletics",output: Pass
"input: I use a sledgehammer to smash through the wall.,Athletics",output: Fail
"input: I use my tinderbox to light a pile of trash on fire.,Stealth",output: Pass
"input: I use my tinderbox to light a pile of trash on fire.,Stealth",output: Fail
"input: I try to cast a 'Silence' spell on the area before I pass through.,Stealth",output: Pass
"input: I try to cast a 'Silence' spell on the area before I pass through.,Stealth",output: Fail
"input: I use a 'Zone of Truth' spell to compel them to be honest.,Religion",output: Pass
"input: I use a 'Zone of Truth' spell to compel them to be honest.,Religion",output: Fail
"input: I use my knowledge of military tactics to set up a perimeter.,Survival",output: Pass
"input: I use my knowledge of military tactics to set up a perimeter.,Survival",output: Fail
"input: I try to track the fog to its source.,Investigation",output: Pass
"input: I try to track the fog to its source.,Investigation",output: Fail
"input: I try to understand the story through the actors' body language.,Insight",output: Pass
"input: I try to understand the story through the actors' body language.,Insight",output: Fail
"input: I try to mimic the accent and demeanor of a servant.,Performance",output: Pass
"input: I try to mimic the accent and demeanor of a servant.,Performance",output: Fail
"input: I search my perfect memory for the information.,History",output: Pass
"input: I search my perfect memory for the information.,History",output: Fail
"input: I use my divine sense to detect any consecration.,Religion",output: Pass
"input: I use my divine sense to detect any consecration.,Religion",output: Fail
"input: I try to parry the chair with my own stool.,Athletics",output: Pass
"input: I try to parry the chair with my own stool.,Athletics",output: Fail
"input: I use my knowledge of the terrain to find a good ambush spot.,Stealth",output: Pass
"input: I use my knowledge of the terrain to find a good ambush spot.,Stealth",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll try to force the door open with my strength.,Athletics",output: Pass
"input: I'll try to force the door open with my strength.,Athletics",output: Fail
"input: I'll examine the carvings on the door for a hidden mechanism or lock.,Investigation",output: Pass
"input: I'll examine the carvings on the door for a hidden mechanism or lock.,Investigation",output: Fail
"input: I use my thieves' tools to pick the lock.,Thieves' Tools",output: Pass
"input: I use my thieves' tools to pick the lock.,Thieves' Tools",output: Fail
"input: I'll take the lead with my shield up. I check the corridor for any immediate threats or ambushes.,Perception",output: Pass
"input: I'll take the lead with my shield up. I check the corridor for any immediate threats or ambushes.,Perception",output: Fail
"input: Something feels off. I'll check the floor ahead for pressure plates.,Investigation",output: Pass
"input: Something feels off. I'll check the floor ahead for pressure plates.,Investigation",output: Fail
"input: I'll inspect the sarcophagus for traps before we try to open it.,Investigation",output: Pass
"input: I'll inspect the sarcophagus for traps before we try to open it.,Investigation",output: Fail
"input: I'll use my thieves' tools to disarm the trap mechanism.,Thieves' Tools",output: Pass
"input: I'll use my thieves' tools to disarm the trap mechanism.,Thieves' Tools",output: Fail
"input: I'll push the heavy stone lid off the sarcophagus.,Athletics",output: Pass
"input: I aim for a perfect bullseye to silence his boasting.,Athletics",output: Pass
"input: I aim for a perfect bullseye to silence his boasting.,Athletics",output: Fail
"input: I listen for any coded phrases hidden within the poetry being read.,Insight",output: Pass
"input: I listen for any coded phrases hidden within the poetry being read.,Insight",output: Fail
"input: I try to use my knowledge of anatomy to land a precise, debilitating strike.,Medicine",output: Pass
"input: I try to use my knowledge of anatomy to land a precise, debilitating strike.,Medicine",output: Fail
"input: I use my magic to create a sphere of soft, gentle light.,Religion",output: Pass
"input: I use my magic to create a sphere of soft, gentle light.,Religion",output: Fail
"input: I try to find a safe path through the falling rocks.,Acrobatics",output: Pass
"input: I try to find a safe path through the falling rocks.,Acrobatics",output: Fail
"input: I try to follow their trail by listening to the gossip of the courtly attendees.,Insight",output: Pass
"input: I try to follow their trail by listening to the gossip of the courtly attendees.,Insight",output: Fail
"input: I try to use the library's indexing system to find the book.,Investigation",output: Pass
"input: I try to use the library's indexing system to find the book.,Investigation",output: Fail
"input: I try to deal myself a better hand from the bottom of the deck.,Sleight of Hand",output: Pass
"input: I try to deal myself a better hand from the bottom of the deck.,Sleight of Hand",output: Fail
"input: I try to answer the question, 'What is the nature of magic?',Intelligence",output: Pass
"input: I try to answer the question, 'What is the nature of magic?',Intelligence",output: Fail
"input: I use my knowledge of religious signs to interpret the event.,Religion",output: Pass
"input: I use my knowledge of religious signs to interpret the event.,Religion",output: Fail
"input: I try to apply my footwork from sword fighting to the dance.,Acrobatics",output: Pass
"input: I try to apply my footwork from sword fighting to the dance.,Acrobatics",output: Fail
"input: I try to use the classic method of rubbing two sticks together.,Survival",output: Pass
"input: I try to use the classic method of rubbing two sticks together.,Survival",output: Fail
"input: I try to force the bent axle back into shape.,Athletics",output: Pass
"input: I try to force the bent axle back into shape.,Athletics",output: Fail
"input: I use my poisoner's kit to mix a non-lethal sedative.,Poisoner's Kit",output: Pass
"input: I use my poisoner's kit to mix a non-lethal sedative.,Poisoner's Kit",output: Fail
"input: I try to communicate with it using a simple 'Comprehend Languages' spell.,Arcana",output: Pass
"input: I try to communicate with it using a simple 'Comprehend Languages' spell.,Arcana",output: Fail
"input: I appeal to his sense of morality and community.,Persuasion",output: Pass
"input: I appeal to his sense of morality and community.,Persuasion",output: Fail
"input: I analyze the room for choke points and cover.,Insight",output: Pass
"input: I analyze the room for choke points and cover.,Insight",output: Fail
"input: I use my knowledge of fungi to identify the mushrooms.,Nature",output: Pass
"input: I use my knowledge of fungi to identify the mushrooms.,Nature",output: Fail
"input: I try to throw the dart with all my strength.,Athletics",output: Pass
"input: I try to throw the dart with all my strength.,Athletics",output: Fail
"input: I try to mask my scent by rolling in a pile of filth.,Stealth",output: Pass
"input: I try to mask my scent by rolling in a pile of filth.,Stealth",output: Fail
"input: I try to feel for any physical substance to the wall.,Investigation",output: Pass
"input: I try to feel for any physical substance to the wall.,Investigation",output: Fail
"input: I examine the body for any wounds or signs of illness.,Medicine",output: Pass
"input: I examine the body for any wounds or signs of illness.,Medicine",output: Fail
"input: I try to duck under the swing.,Acrobatics",output: Pass
"input: I try to duck under the swing.,Acrobatics",output: Fail
"input: I use a long pole to test the ground ahead for quicksand.,Survival",output: Pass
"input: I use a long pole to test the ground ahead for quicksand.,Survival",output: Fail
"input: I try to scare the information out of him.,Intimidation",output: Pass
"input: I try to scare the information out of him.,Intimidation",output: Fail
"input: I use my forgery kit to create the letter.,Forgery Kit",output: Pass
"input: I use my forgery kit to create the letter.,Forgery Kit",output: Fail
"input: I try to appeal to its intellectual curiosity.,Persuasion",output: Pass
"input: I try to appeal to its intellectual curiosity.,Persuasion",output: Fail
"input: I search my memory for the prayer.,Religion",output: Pass
"input: I search my memory for the prayer.,Religion",output: Fail
"input: I inspect the bridge for any signs of weakness.,Investigation",output: Pass
"input: I inspect the bridge for any signs of weakness.,Investigation",output: Fail
"input: I examine the tracks to determine their age.,Survival",output: Pass
"input: I examine the tracks to determine their age.,Survival",output: Fail
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: [SCENE_START],None",output: N/A
"input: He seems shifty. I want to use my Investigation to see if he's telling the truth about the crypt's location.,Insight",output: Pass
"input: He seems shifty. I want to use my Investigation to see if he's telling the truth about the crypt's location.,Insight",output: Fail
"input: He's holding out on us. I'm going to lean in and scare the truth out of him.,Intimidation",output: Pass
"input: He's holding out on us. I'm going to lean in and scare the truth out of him.,Intimidation",output: Fail
"input: [SCENE_START],None",output: N/A
"input: Alright, I want to deal with that chest. I'll check it over first before we do anything rash.,Investigation",output: Pass
"input: Alright, I want to deal with that chest. I'll check it over first before we do anything rash.,Investigation",output: Fail
"input: Okay, now I'll try to get it open.,Thieves' Tools",output: Pass
"input: Okay, now I'll try to get it open.,Thieves' Tools",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll use my knowledge of nature to see what kind of beast made these *four-toed* tracks.,Survival",output: Pass
"input: I'll use my knowledge of nature to see what kind of beast made these *four-toed* tracks.,Survival",output: Fail
"input: A Wyvern, eh? I scan the skies to see if it's circling overhead.,Perception",output: Pass
"input: A Wyvern, eh? I scan the skies to see if it's circling overhead.,Perception",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll roar back at the lion to show it I'm not afraid.,Performance",output: Pass
"input: I'll roar back at the lion to show it I'm not afraid.,Performance",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll try to take out the hobgoblin leader first.,Perception",output: Pass
"input: I'll try to take out the hobgoblin leader first.,Perception",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll say a prayer to the god of the forest for guidance.,Religion",output: Pass
"input: I'll say a prayer to the god of the forest for guidance.,Religion",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll investigate the wound to see what kind of sword could have caused it.,Medicine",output: Pass
"input: I'll investigate the wound to see what kind of sword could have caused it.,Medicine",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll try to get 'Barnaby' to tell me about the Shadowfang Crypt.,Persuasion",output: Pass
"input: I'll try to get 'Barnaby' to tell me about the Shadowfang Crypt.,Persuasion",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll cast 'Detect Magic' to analyze the yellow orb.,Arcana",output: Pass
"input: I'll cast 'Detect Magic' to analyze the yellow orb.,Arcana",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll focus my attack on the twin with the scar on his left eye.,Athletics",output: Pass
"input: I'll focus my attack on the twin with the scar on his left eye.,Athletics",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll use my knowledge of the area to plot a course to 'Smuggler's Inlet'.,Survival",output: Pass
"input: I'll use my knowledge of the area to plot a course to 'Smuggler's Inlet'.,Survival",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll pray for guidance on which of the two chests is safe.,Religion",output: Pass
"input: I'll pray for guidance on which of the two chests is safe.,Religion",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll follow the owlbear tracks to find its lair.,Survival",output: Pass
"input: I'll follow the owlbear tracks to find its lair.,Survival",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll use my tools to carefully cut the blue wire.,Thieves' Tools",output: Pass
"input: I'll use my tools to carefully cut the blue wire.,Thieves' Tools",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I have the bat guano, so I'll cast the spell.,Arcana",output: Pass
"input: I have the bat guano, so I'll cast the spell.,Arcana",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll use my rage to smash the table.,Athletics",output: Pass
"input: I'll use my rage to smash the table.,Athletics",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll try to explain to the commander that charging that valley is a bad idea.,Persuasion",output: Pass
"input: I'll try to explain to the commander that charging that valley is a bad idea.,Persuasion",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll try to smash the cursed table with my mace.,Athletics",output: Pass
"input: I'll try to smash the cursed table with my mace.,Athletics",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll search for the 'Silverwood' tree on the southern slopes.,Nature",output: Pass
"input: I'll search for the 'Silverwood' tree on the southern slopes.,Nature",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll offer him a bottle of cheap dwarven ale.,Deception",output: Pass
"input: I'll offer him a bottle of cheap dwarven ale.,Deception",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll cast a fire spell to try and evaporate the water.,Arcana",output: Pass
"input: I'll cast a fire spell to try and evaporate the water.,Arcana",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll try to sneak past the sleeping cat.,Stealth",output: Pass
"input: I'll try to sneak past the sleeping cat.,Stealth",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll cast a spell to muffle our footsteps as we investigate the sound of that music box.,Stealth",output: Pass
"input: I'll cast a spell to muffle our footsteps as we investigate the sound of that music box.,Stealth",output: Fail
"input: [SCENE_START],None",output: N/A
"input: While he's distracted, I'll try to snatch the brass key from the hook.,Sleight of Hand",output: Pass
"input: While he's distracted, I'll try to snatch the brass key from the hook.,Sleight of Hand",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll try to intimidate the leader by pointing out how her three lieutenants are outnumbered.,Intimidation",output: Pass
"input: I'll try to intimidate the leader by pointing out how her three lieutenants are outnumbered.,Intimidation",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll try to shoot the blue crystal out of his hand with my bow.,Athletics",output: Pass
"input: I'll try to shoot the blue crystal out of his hand with my bow.,Athletics",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll look for cracks in the golem's iron plating.,Investigation",output: Pass
"input: I'll look for cracks in the golem's iron plating.,Investigation",output: Fail
"input: [SCENE_START],None",output: N/A
"input: Okay, I'll take the lead and check the tunnel on the right for traps.,Perception",output: Pass
"input: Okay, I'll take the lead and check the tunnel on the right for traps.,Perception",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll try to get information from Lady Vox about the recent assassinations.,Persuasion",output: Pass
"input: I'll try to get information from Lady Vox about the recent assassinations.,Persuasion",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll approach and ask the laughing nobleman what troubles him.,Insight",output: Pass
"input: I'll approach and ask the laughing nobleman what troubles him.,Insight",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll pull my cloak tighter against the freezing wind and scan the area for shelter.,Survival",output: Pass
"input: I'll pull my cloak tighter against the freezing wind and scan the area for shelter.,Survival",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I will parry his greataxe with my own.,Athletics",output: Pass
"input: I will parry his greataxe with my own.,Athletics",output: Fail
"input: [SCENE_START],None",output: N/A
"input: Okay, let's get ready to break in at dawn.,Stealth",output: Pass
"input: Okay, let's get ready to break in at dawn.,Stealth",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I want to go to the Great Library of Ironport to research the artifact.,History",output: Pass
"input: I want to go to the Great Library of Ironport to research the artifact.,History",output: Fail
"input: [SCENE_START],None",output: N/A
"input: Okay, I'll set up an ambush for that group of five orcs.,Survival",output: Pass
"input: Okay, I'll set up an ambush for that group of five orcs.,Survival",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll place the green gem into the statue of the sun.,Investigation",output: Pass
"input: I'll place the green gem into the statue of the sun.,Investigation",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll ready my bow to shoot the giant beetle.,Athletics",output: Pass
"input: I'll ready my bow to shoot the giant beetle.,Athletics",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll try to intimidate the dwarf.,Intimidation",output: Pass
"input: I'll try to intimidate the dwarf.,Intimidation",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll try to sneak past the sleeping mastiff.,Stealth",output: Pass
"input: I'll try to sneak past the sleeping mastiff.,Stealth",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll search the painting of the dwarven king for secret levers.,Investigation",output: Pass
"input: I'll search the painting of the dwarven king for secret levers.,Investigation",output: Fail
"input: [SCENE_START],None",output: N/A
"input: I'll raise my shield to block the crossbow bolt.,Acrobatics",output: Pass
