"input: player_id, character_backstory, scene_context, player_input","output: check_required, outcome_type"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are in a hall of mirrors that show you terrible visions of the future., I try to find the one true reflection by looking for the one that doesn't show a vision.","output: Investigation, Fail"
"input: 108, Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent., You are at a feast and suspect the wine is poisoned., I discreetly use the silver tip of my dagger to test the wine.","output: Sleight of Hand, Pass"
"input: 108, Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent., You are at a feast and suspect the wine is poisoned., I discreetly use the silver tip of my dagger to test the wine.","output: Sleight of Hand, Fail"
"input: 113, Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline., You are trying to put out a campfire without using water., I try to draw the heat out of the fire with my magic.","output: Arcana, Pass"
"input: 113, Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline., You are trying to put out a campfire without using water., I try to draw the heat out of the fire with my magic.","output: Arcana, Fail"
"input: 114, Jin, a disciplined monk who seeks enlightenment through physical and mental perfection., You are trying to win a game of chess against a master strategist., I try to anticipate his moves by reading his body language.","output: Insight, Pass"
"input: 114, Jin, a disciplined monk who seeks enlightenment through physical and mental perfection., You are trying to win a game of chess against a master strategist., I try to anticipate his moves by reading his body language.","output: Insight, Fail"
"input: 111, Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with., You are trying to determine what a strange liquid is., I use my alchemist's supplies to analyze a sample.","output: Alchemist's Supplies, Pass"
"input: 111, Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with., You are trying to determine what a strange liquid is., I use my alchemist's supplies to analyze a sample.","output: Alchemist's Supplies, Fail"
"input: 112, Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent., You are trying to convince a ghost to move on to the afterlife., I explain that its purpose in this world is fulfilled and it can now be at peace.","output: Religion, Pass"
"input: 112, Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent., You are trying to convince a ghost to move on to the afterlife., I explain that its purpose in this world is fulfilled and it can now be at peace.","output: Religion, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to climb a rope that is covered in slippery grease., I try to find a way to get a grip on the greasy rope.","output: Acrobatics, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to climb a rope that is covered in slippery grease., I try to find a way to get a grip on the greasy rope.","output: Acrobatics, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to win a 'battle of the bands' with your war drum., I play a powerful, primal rhythm that stirs the heart.","output: Performance, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to win a 'battle of the bands' with your war drum., I play a powerful, primal rhythm that stirs the heart.","output: Performance, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to determine if a powerful archmage is still alive., I try to use a scrying spell to find him.","output: Arcana, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to determine if a powerful archmage is still alive., I try to use a scrying spell to find him.","output: Arcana, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to deliver a coded insult that only your target will understand., I craft a clever, backhanded compliment.","output: Deception, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to deliver a coded insult that only your target will understand., I craft a clever, backhanded compliment.","output: Deception, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine which of two identical twins is a vampire., I use my divine sense to detect the undead one.","output: Insight, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine which of two identical twins is a vampire., I use my divine sense to detect the undead one.","output: Insight, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to shoot an apple off someone's head., I try to make the incredibly precise shot.","output: Athletics, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to shoot an apple off someone's head., I try to make the incredibly precise shot.","output: Athletics, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are trying to understand a creature that communicates through changing colors., I try to find a pattern in the color shifts.","output: Investigation, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are trying to understand a creature that communicates through changing colors., I try to find a pattern in the color shifts.","output: Investigation, Fail"
"input: 108, Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent., You are trying to find a secret passage in a castle., I try to recall the castle's original blueprints from my studies.","output: History, Pass"
"input: 108, Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent., You are trying to find a secret passage in a castle., I try to recall the castle's original blueprints from my studies.","output: History, Fail"
"input: 113, Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline., You are trying to charm a hostile guard captain., I try to use my innate charisma, enhanced by a subtle magical aura.","output: Persuasion, Pass"
"input: 113, Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline., You are trying to charm a hostile guard captain., I try to use my innate charisma, enhanced by a subtle magical aura.","output: Persuasion, Fail"
"input: 114, Jin, a disciplined monk who seeks enlightenment through physical and mental perfection., You are trying to snatch a key from a hook on the far side of a room without touching the floor., I try to run along the walls of the room to get the key.","output: Acrobatics, Pass"
"input: 114, Jin, a disciplined monk who seeks enlightenment through physical and mental perfection., You are trying to run across a room without touching the floor to get a key., I try to run along the walls of the room to get the key.","output: Acrobatics, Fail"
"input: 111, Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with., You are trying to build a makeshift raft., I use my knowledge of engineering to build a sturdy raft.","output: Woodcarver's Tools, Pass"
"input: 111, Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with., You are trying to build a makeshift raft., I use my knowledge of engineering to build a sturdy raft.","output: Woodcarver's Tools, Fail"
"input: 112, Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent., You are trying to determine if a powerful artifact is cursed., I use my divine sense to detect any evil clinging to the object.","output: Investigation, Pass"
"input: 112, Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent., You are trying to determine if a powerful artifact is cursed., I use my divine sense to detect any evil clinging to the object.","output: Investigation, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to identify a poison by its taste., I carefully taste a tiny, non-lethal amount of the poison.","output: Poisoner's Kit, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to identify a poison by its taste., I carefully taste a tiny, non-lethal amount of the poison.","output: Poisoner's Kit, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a crowded tavern, and someone insults your honor., I try to ignore the insult and control my temper.","output: Wisdom, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a crowded tavern, and someone insults your honor., I try to ignore the insult and control my temper.","output: Wisdom, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to cast a spell in an area of wild magic., I try to control the unpredictable magical energies.","output: Arcana, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to cast a spell in an area of wild magic., I try to control the unpredictable magical energies.","output: Arcana, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to win a poetry contest., I compose a moving sonnet about the beauty of the sunset.","output: Performance, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to win a poetry contest., I compose a moving sonnet about the beauty of the sunset.","output: Performance, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to find a specific holy text in a massive, disorganized library., I use my religious knowledge to narrow down the search.","output: Religion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to find a specific holy text in a massive, disorganized library., I use my religious knowledge to narrow down the search.","output: Religion, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to find the North Star to get your bearings., I look for the familiar constellation to find my way.","output: Survival, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to find the North Star to get your bearings., I look for the familiar constellation to find my way.","output: Survival, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are trying to convince a group of cultists that you are a prophet of their dark god., I display a dark magical feat and speak in cryptic verses.","output: Deception, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are trying to convince a group of cultists that you are a prophet of their dark god., I display a dark magical feat and speak in cryptic verses.","output: Deception, Fail"
"input: 108, Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent., You are trying to determine if a captured soldier will remain loyal to their kingdom., I try to gauge their loyalty and morale.","output: Insight, Pass"
"input: 108, Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent., You are trying to determine if a captured soldier will remain loyal to their kingdom., I try to gauge their loyalty and morale.","output: Insight, Fail"
"input: 113, Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline., You are trying to douse a spreading fire., I attempt to summon a localized rain shower over the fire.","output: Nature, Pass"
"input: 113, Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline., You are trying to douse a spreading fire., I attempt to summon a localized rain shower over the fire.","output: Nature, Fail"
"input: 114, Jin, a disciplined monk who seeks enlightenment through physical and mental perfection., You are trying to catch a fly with chopsticks., I try to achieve the necessary speed and precision.","output: Sleight of Hand, Pass"
"input: 114, Jin, a disciplined monk who seeks enlightenment through physical and mental perfection., You are trying to catch a fly with chopsticks., I try to achieve the necessary speed and precision.","output: Sleight of Hand, Fail"
"input: 111, Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with., You are trying to create a magical glue., I use my alchemist's supplies to create a powerful adhesive.","output: Alchemist's Supplies, Pass"
"input: 111, Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with., You are trying to create a magical glue., I use my alchemist's supplies to create a powerful adhesive.","output: Alchemist's Supplies, Fail"
"input: 112, Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent., You are trying to break a magical chain., I try to shatter it with a divinely empowered strike.","output: Athletics, Pass"
"input: 112, Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent., You are trying to break a magical chain., I try to shatter it with a divinely empowered strike.","output: Athletics, Fail"
"input: 115, Silas, a mastermind rogue and former spymaster who prefers to defeat enemies with schemes, not daggers., You are at a tense parley between two rival factions you wish to unite., I subtly feed misinformation to one side, pretending to be their ally, to manipulate them into a truce.","output: Deception, Pass"
"input: 115, Silas, a mastermind rogue and former spymaster who prefers to defeat enemies with schemes, not daggers., You are at a tense parley between two rival factions you wish to unite., I subtly feed misinformation to one side, pretending to be their ally, to manipulate them into a truce.","output: Deception, Fail"
"input: 116, General Kaelen, a battle master fighter and veteran tactician who analyzes every fight., You are about to duel a famously undefeated knight., I try to recall accounts of their previous duels to find a weakness in their fighting style.","output: History, Pass"
"input: 116, General Kaelen, a battle master fighter and veteran tactician who analyzes every fight., You are about to duel a famously undefeated knight., I try to recall accounts of their previous duels to find a weakness in their fighting style.","output: History, Fail"
"input: 113, Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline., You are in the surreal landscape of a shared dream., I try to reshape the dreamscape to my advantage by imagining a weapon into existence.","output: Charisma, Pass"
"input: 113, Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline., You are in the surreal landscape of a shared dream., I try to reshape the dreamscape to my advantage by imagining a weapon into existence.","output: Charisma, Fail"
"input: 114, Jin, a disciplined monk who seeks enlightenment through physical and mental perfection., You encounter a grieving ghost who cannot move on., I try to comfort the ghost by listening to its story with empathetic silence.","output: Insight, Pass"
"input: 114, Jin, a disciplined monk who seeks enlightenment through physical and mental perfection., You encounter a grieving ghost who cannot move on., I try to comfort the ghost by listening to its story with empathetic silence.","output: Insight, Fail"
"input: 111, Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with., You are in a library where books fly and must be caught., I try to build a net-launcher to catch the specific book I need.","output: Tinker's Tools, Pass"
"input: 111, Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with., You are in a library where books fly and must be caught., I try to build a net-launcher to catch the specific book I need.","output: Tinker's Tools, Fail"
"input: 112, Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent., You are in the abandoned childhood home of a great villain., I search their old bedroom for clues to their motivations or weaknesses.","output: Investigation, Pass"
"input: 112, Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent., You are in the abandoned childhood home of a great villain., I search their old bedroom for clues to their motivations or weaknesses.","output: Investigation, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to win a game of chance against a ghost., I use my loaded dice to cheat.","output: Dice Set, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to win a game of chance against a ghost., I use my loaded dice to cheat.","output: Dice Set, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a city carved on the back of a giant, sleeping turtle., I try to determine if the recent 'earthquakes' are the turtle waking up.","output: Nature, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a city carved on the back of a giant, sleeping turtle., I try to determine if the recent 'earthquakes' are the turtle waking up.","output: Nature, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are in a library where books are made of shifting crystal., I try to read a book by calming my mind and attuning to its resonant frequency.","output: Arcana, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are in a library where books are made of shifting crystal., I try to read a book by calming my mind and attuning to its resonant frequency.","output: Arcana, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to de-escalate a standoff between a starving orphan and a struggling baker., I offer to perform a song in the baker's shop for a day to pay for the stolen bread.","output: Performance, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to de-escalate a standoff between a starving orphan and a struggling baker., I offer to perform a song in the baker's shop for a day to pay for the stolen bread.","output: Performance, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., An NPC is having a crisis of faith after a tragedy., I try to restore their faith by debating theology with them.","output: Religion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., An NPC is having a crisis of faith after a tragedy., I try to restore their faith by debating theology with them.","output: Religion, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to identify a set of tracks that seem to be made of pure fire., I use my knowledge of supernatural creatures to identify the tracks.","output: Survival, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to identify a set of tracks that seem to be made of pure fire., I use my knowledge of supernatural creatures to identify the tracks.","output: Survival, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are in a marketplace that trades in memories instead of gold., I try to purchase the memory of a secret password from a vendor.","output: Deception, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are in a marketplace that trades in memories instead of gold., I try to purchase the memory of a secret password from a vendor.","output: Deception, Fail"
"input: 108, Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent., You are trying to win the trust of a wild, majestic eagle., I approach it slowly, with an offering of food and no sudden movements.","output: Animal Handling, Pass"
"input: 108, Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent., You are trying to win the trust of a wild, majestic eagle., I approach it slowly, with an offering of food and no sudden movements.","output: Animal Handling, Fail"
"input: 109, Caelus, a disciplined monk who seeks enlightenment through physical and mental perfection., You are trying to perfectly replicate a complex martial arts form after seeing it once., I try to mimic the form with perfect muscle memory.","output: Sleight of Hand, Pass"
"input: 109, Caelus, a disciplined monk who seeks enlightenment through physical and mental perfection., You are trying to perfectly replicate a complex martial arts form after seeing it once., I try to mimic the form with perfect muscle memory.","output: Sleight of Hand, Fail"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You are trying to convince a dryad to help you., I appeal to her by showing my deep connection to the forest.","output: Nature, Pass"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You are trying to convince a dryad to help you., I appeal to her by showing my deep connection to the forest.","output: Nature, Fail"
"input: 115, Silas, a mastermind rogue and former spymaster who prefers to defeat enemies with schemes, not daggers., You are trying to learn a secret from a captured spy., I offer them a chance at a new life and a clean slate in exchange for the information.","output: Persuasion, Pass"
"input: 115, Silas, a mastermind rogue and former spymaster who prefers to defeat enemies with schemes, not daggers., You are trying to learn a secret from a captured spy., I offer them a chance at a new life and a clean slate in exchange for the information.","output: Persuasion, Fail"
"input: 116, General Kaelen, a battle master fighter and veteran tactician who analyzes every fight., You are trying to predict an enemy army's next move., I study the terrain and my knowledge of their general's favorite tactics.","output: History, Pass"
"input: 116, General Kaelen, a battle master fighter and veteran tactician who analyzes every fight., You are trying to predict an enemy army's next move., I study the terrain and my knowledge of their general's favorite tactics.","output: History, Fail"
"input: 113, Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline., You are trying to get past a door that is magically locked and barred., I try to turn the wooden bar to ash with my fire magic.","output: Arcana, Pass"
"input: 113, Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline., You are trying to get past a door that is magically locked and barred., I try to turn the wooden bar to ash with my fire magic.","output: Arcana, Fail"
"input: 114, Jin, a disciplined monk who seeks enlightenment through physical and mental perfection., You are trying to determine if a king's food has been poisoned., I use my discipline to slow my heart and detect any poison in a small bite.","output: Constitution, Pass"
"input: 114, Jin, a disciplined monk who seeks enlightenment through physical and mental perfection., You are trying to determine if a king's food has been poisoned., I take a tiny bite and detect any poison with my discipline.","output: Constitution, Fail"
"input: 111, Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with., You are trying to activate a giant, dormant war machine., I try to hotwire the construct's arcane power core.","output: Tinker's Tools, Pass"
"input: 111, Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with., You are trying to activate a giant, dormant war machine., I try to hotwire the construct's arcane power core.","output: Tinker's Tools, Fail"
"input: 112, Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent., You are trying to hold a crumbling ceiling up long enough for people to escape., I use my sheer strength and righteous fury to hold up the ceiling.","output: Athletics, Pass"
"input: 112, Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent., You are trying to hold a crumbling ceiling up long enough for people to escape., I use my sheer strength and righteous fury to hold up the ceiling.","output: Athletics, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to escape through a crowded bazaar., I try to create a diversion by cutting a merchant's purse so his coins spill everywhere.","output: Sleight of Hand, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to escape through a crowded bazaar., I try to create a diversion by cutting a merchant's purse so his coins spill everywhere.","output: Sleight of Hand, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to hunt a seal on an ice floe., I try to approach the seal without it noticing me.","output: Stealth, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to hunt a seal on an ice floe., I try to approach the seal without it noticing me.","output: Stealth, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to determine the magical properties of a strange, shimmering metal., I cast an identification spell on the metal.","output: Arcana, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to determine the magical properties of a strange, shimmering metal., I cast an identification spell on the metal.","output: Arcana, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to get information from a group of gossiping nobles at a party., I pretend to be a clueless provincial lord to get them to lower their guard.","output: Performance, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to get information from a group of gossiping nobles at a party., I pretend to be a clueless provincial lord to get them to lower their guard.","output: Performance, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to determine if a seemingly holy relic is genuine., I use my divine sense to detect the object's aura.","output: Religion, Pass"
"input: 105, Seraphina, a devoted cleric of a Sun God, on a mission to cleanse a blighted land., You are trying to determine if a seemingly holy relic is genuine., I use my divine sense to detect the object's aura.","output: Religion, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to follow a creature that can fly., I look for signs of its passage, like dropped feathers or claw marks on high branches.","output: Investigation, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to follow a creature that can fly., I look for signs of its passage, like dropped feathers or claw marks on high branches.","output: Investigation, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are trying to open a door that only opens for a specific bloodline., I try to trick the lock with a drop of my own magically-infused blood.","output: Deception, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are trying to open a door that only opens for a specific bloodline., I try to trick the lock with a drop of my own magically-infused blood.","output: Deception, Fail"
"input: 108, Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent., You are trying to determine the tactical advantages of a piece of high ground., I survey the battlefield from the hilltop.","output: Insight, Pass"
"input: 108, Ser Galahad, a noble knight sworn by an oath of chivalry to protect the innocent., You are trying to determine the tactical advantages of a piece of high ground., I survey the battlefield from the hilltop.","output: Insight, Fail"
"input: 115, Silas, a mastermind rogue and former spymaster who prefers to defeat enemies with schemes, not daggers., You are trying to turn two rival crime bosses against each other., I forge a letter from one crime boss to the other, making it seem like a betrayal.","output: Forgery Kit, Pass"
"input: 115, Silas, a mastermind rogue and former spymaster who prefers to defeat enemies with schemes, not daggers., You are trying to turn two rival crime bosses against each other., I forge a letter from one crime boss to the other, making it seem like a betrayal.","output: Forgery Kit, Fail"
"input: 116, General Kaelen, a battle master fighter and veteran tactician who analyzes every fight., You are in a duel and your opponent is using an unorthodox fighting style., I try to analyze their strange style to find a weakness.","output: Investigation, Pass"
"input: 116, General Kaelen, a battle master fighter and veteran tactician who analyzes every fight., You are in a duel and your opponent is using an unorthodox fighting style., I try to analyze their strange style to find a weakness.","output: Investigation, Fail"
"input: 113, Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline., You are trying to gently nudge a book off a high shelf without anyone noticing., I try to create a small, focused gust of wind.","output: Sleight of Hand, Pass"
"input: 113, Kael, a sorcerer whose magic comes from a wild, unpredictable elemental bloodline., You are trying to gently nudge a book off a high shelf without anyone noticing., I try to create a small, focused gust of wind.","output: Sleight of Hand, Fail"
"input: 114, Jin, a disciplined monk who seeks enlightenment through physical and mental perfection., You are trying to walk through a blizzard without any winter clothing., I use my ki to regulate my body temperature.","output: Constitution, Pass"
"input: 114, Jin, a disciplined monk who seeks enlightenment through physical and mental perfection., You are trying to walk through a blizzard without any winter clothing., I use my ki to regulate my body temperature.","output: Constitution, Fail"
"input: 111, Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with., You are trying to determine the purpose of a series of ancient dwarven runes., I use my knowledge of stonework and history to understand the runes.","output: History, Pass"
"input: 111, Valeria, a gnomish artificer who sees magic as a science to be perfected and tinkered with., You are trying to determine the purpose of a series of ancient dwarven runes., I use my knowledge of stonework and history to understand the runes.","output: History, Fail"
"input: 112, Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent., You are trying to win the support of the city's high priest., I engage them in a theological discussion to prove my faith.","output: Religion, Pass"
"input: 112, Thane, a dragonborn paladin sworn by a sacred oath to vanquish undeath and protect the innocent., You are trying to win the support of the city's high priest., I engage them in a theological discussion to prove my faith.","output: Religion, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are holding a narrow mountain pass against an advancing goblin horde., I use my tactical knowledge to identify the best choke point to make our stand.","output: Investigation, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., You are holding a narrow mountain pass against an advancing goblin horde., I use my tactical knowledge to identify the best choke point to make our stand.","output: Investigation, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are in an ancient treasury, and the floor is a checkerboard of trapped and safe tiles., I toss a small stone onto a nearby tile to see if it triggers a trap.","output: Sleight of Hand, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are in an ancient treasury, and the floor is a checkerboard of trapped and safe tiles., I toss a small stone onto a nearby tile to see if it triggers a trap.","output: Sleight of Hand, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., A magically shifting forest is rearranging the path behind you., I try to commit the path's correct sequence to memory before it changes again.","output: Intelligence, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., A magically shifting forest is rearranging the path behind you., I try to commit the path's correct sequence to memory before it changes again.","output: Intelligence, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are performing a funeral rite for a fallen comrade., I try to deliver a moving eulogy to honor their memory.","output: Performance, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are performing a funeral rite for a fallen comrade., I try to deliver a moving eulogy to honor their memory.","output: Performance, Fail"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., Your sword has become dull after a long battle., I try to sharpen my sword with a whetstone at camp.","output: Smith's Tools, Pass"
"input: 117, Corbin, a pragmatic sellsword and veteran of many campaigns, who trusts in steel and training over magic or luck., Your sword has become dull after a long battle., I try to sharpen my sword with a whetstone at camp.","output: Smith's Tools, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to find fresh water in a dry, rocky region., I look for signs of hidden springs, like patches of green vegetation.","output: Survival, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to find fresh water in a dry, rocky region., I look for signs of hidden springs, like patches of green vegetation.","output: Survival, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a cage, about to be sold at a slave auction., I try to break the chains binding my hands.","output: Athletics, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in a cage, about to be sold at a slave auction., I try to break the chains binding my hands.","output: Athletics, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to determine if a noble's necklace is a real diamond or a fake., I try to examine the gem for any imperfections.","output: Investigation, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to determine if a noble's necklace is a real diamond or a fake., I try to examine the gem for any imperfections.","output: Investigation, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to create a potion that will allow you to breathe underwater., I use my knowledge of alchemy to brew the potion.","output: Alchemist's Supplies, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are trying to create a potion that will allow you to breathe underwater., I use my knowledge of alchemy to brew the potion.","output: Alchemist's Supplies, Fail"
